quantity,count,probability,cumulative_probability
1,2498,0.0022840694839904832,0.0022840694839904832
2,1911,0.0017473405860311505,0.0040314100700216335
3,1154,0.0010551706102982458,0.005086580680319879
4,286,0.0002615067543720089,0.005348087434691888
5,1233,0.0011274049934989056,0.006475492428190794
6,393,0.000359343197441257,0.0068348356256320505
7,488,0.00044620732913825295,0.007281042954770303
8,296,0.000270650347182219,0.007551693301952522
9,155,0.00014172568855825657,0.007693418990510779
10,3184,0.0029113199507708964,0.010604738941281675
11,272,0.0002487057244377148,0.01085344466571939
12,336,0.0003072247184230594,0.011160669384142449
13,284,0.00025967803580996687,0.011420347419952416
14,329,0.0003008242034559123,0.011721171623408327
15,745,0.0006811976643606526,0.01240236928776898
16,297,0.00027156470646324003,0.012673933994232221
17,312,0.00028528009567855515,0.012959214089910777
18,451,0.00041237603574047557,0.013371590125651252
19,248,0.0002267611016932105,0.013598351227344463
20,827,0.0007561751254043754,0.014354526352748838
21,638,0.0005833612212914045,0.014937887574040243
22,5010,0.004580939997915261,0.019518827571955503
23,375,0.0003428847303828788,0.01986171230233838
24,289,0.00026424983221507196,0.020125962134553452
25,865,0.0007909207780831738,0.020916882912636627
26,181,0.00016549902986480285,0.02108238194250143
27,272,0.0002487057244377148,0.02133108766693914
28,319,0.00029168061064570224,0.021622768277584845
29,140,0.00012801029934294143,0.021750778576927785
30,791,0.000723258191287619,0.022474036768215404
31,291,0.00026607855077711396,0.022740115318992518
32,350,0.00032002574835735356,0.02306014106734987
33,584,0.0005339858201162699,0.023594126887466142
34,318,0.0002907662513646812,0.023884893138830823
35,715,0.0006537668859300222,0.024538660024760846
36,652,0.0005961622512256986,0.025134822275986544
37,926,0.0008466966942254554,0.025981518970212
38,765,0.0006994848499810727,0.02668100382019307
39,697,0.000637308418871644,0.027318312239064717
40,763,0.0006976561314190308,0.028015968370483747
41,435,0.0003977462872441394,0.028413714657727886
42,323,0.00029533804776978625,0.028709052705497673
43,171,0.00015635543705459274,0.028865408142552267
