quantity,count,probability,cumulative_probability
1,342,0.01658905704307334,0.01658905704307334
2,124,0.006014745828482732,0.022603802871556073
3,771,0.03739813736903376,0.06000194024058983
4,71,0.003443927046953822,0.06344586728754364
5,100,0.004850601474582848,0.0682964687621265
6,70,0.0033954210322079937,0.0716918897943345
7,33,0.0016006984866123398,0.07329258828094684
8,46,0.00223127667830811,0.07552386495925495
9,34,0.0016492045013581683,0.07717306946061311
10,299,0.014503298409002717,0.09167636786961583
11,45,0.0021827706635622816,0.09385913853317811
12,45,0.0021827706635622816,0.09604190919674038
13,53,0.0025708187815289096,0.0986127279782693
14,62,0.003007372914241366,0.10162010089251067
15,65,0.003152890958478851,0.10477299185098952
16,40,0.0019402405898331393,0.10671323244082266
17,59,0.0028618548700038806,0.10957508731082655
18,97,0.004705083430345363,0.11428017074117192
19,60,0.002910360884749709,0.11719053162592162
20,137,0.006645324020178502,0.12383585564610013
21,82,0.003977493209157935,0.12781334885525805
22,74,0.0035894450911913077,0.13140279394644935
23,79,0.00383197516492045,0.1352347691113698
24,62,0.003007372914241366,0.13824214202561116
25,116,0.005626697710516104,0.14386883973612727
26,46,0.00223127667830811,0.14610011641443538
27,51,0.0024738067520372526,0.14857392316647264
28,58,0.002813348855258052,0.1513872720217307
29,30,0.0014551804423748546,0.15284245246410555
30,101,0.004899107489328677,0.15774155995343422
31,29,0.001406674427629026,0.15914823438106324
32,58,0.002813348855258052,0.1619615832363213
33,60,0.002910360884749709,0.164871944121071
34,71,0.003443927046953822,0.16831587116802482
35,63,0.0030558789289871946,0.17137175009701203
36,92,0.00446255335661622,0.17583430345362824
37,130,0.006305781916957702,0.18214008537058596
38,103,0.004996119518820333,0.1871362048894063
39,88,0.004268529297632906,0.1914047341870392
40,164,0.00795498641831587,0.1993597206053551
41,44,0.002134264648816453,0.20149398525417153
42,53,0.0025708187815289096,0.20406480403570043
43,36,0.0017462165308498253,0.20581102056655026
44,27,0.001309662398137369,0.20712068296468764
45,42,0.002037252619324796,0.20915793558401244
46,34,0.0016492045013581683,0.2108071400853706
47,20,0.0009701202949165697,0.21177726038028719
48,39,0.0018917345750873108,0.2136689949553745
49,34,0.0016492045013581683,0.21531819945673267
50,212,0.010283275126115638,0.2256014745828483
51,27,0.001309662398137369,0.22691113698098567
52,24,0.0011641443538998836,0.22807528133488555
53,23,0.001115638339154055,0.22919091967403962
54,21,0.001018626309662398,0.23020954598370202
55,40,0.0019402405898331393,0.23214978657353516
56,35,0.0016977105161039968,0.23384749708963914
57,27,0.001309662398137369,0.23515715948777652
58,23,0.001115638339154055,0.2362727978269306
59,21,0.001018626309662398,0.237291424136593
60,68,0.0032984090027163367,0.24058983313930932
61,27,0.001309662398137369,0.2418994955374467
62,24,0.0011641443538998836,0.24306363989134658
63,36,0.0017462165308498253,0.2448098564221964
64,19,0.0009216142801707412,0.24573147070236714
65,29,0.001406674427629026,0.24713814512999616
66,28,0.0013581684128831976,0.24849631354287935
67,20,0.0009701202949165697,0.24946643383779593
68,17,0.0008246022506790842,0.250291036088475
69,28,0.0013581684128831976,0.25164920450135825
70,47,0.0022797826930539386,0.2539289871944122
71,17,0.0008246022506790842,0.2547535894450913
72,34,0.0016492045013581683,0.2564027939464495
73,24,0.0011641443538998836,0.2575669383003494
74,29,0.001406674427629026,0.2589736127279784
75,36,0.0017462165308498253,0.26071982925882825
