quantity,count,probability,cumulative_probability
1,1000,0.0009351999925184001,0.0009351999925184001
2,1533,0.0014336615885307074,0.0023688615810491076
3,922,0.0008622543931019648,0.0032311159741510724
4,172,0.00016085439871316482,0.003391970372864237
5,628,0.0005873055953015552,0.003979275968165792
6,302,0.0002824303977405568,0.004261706365906349
7,413,0.0003862375969100992,0.004647943962816448
8,247,0.00023099439815204483,0.004878938360968493
9,105,9.819599921443201e-05,0.004977134360182925
10,2220,0.0020761439833908483,0.007053278343573773
11,219,0.00020480879836152962,0.007258087141935303
12,270,0.00025250399797996804,0.007510591139915271
13,247,0.00023099439815204483,0.007741585538067316
14,276,0.00025811519793507843,0.007999700736002395
15,512,0.00047882239616942084,0.008478523132171815
16,260,0.00024315199805478402,0.008721675130226599
17,256,0.00023941119808471042,0.008961086328311309
18,352,0.00032919039736647684,0.009290276725677785
19,204,0.0001907807984737536,0.00948105752415154
20,366,0.00034228319726173443,0.009823340721413274
21,590,0.000551767995585856,0.010375108716999131
22,4961,0.004639527162883783,0.015014635879882915
23,350,0.00032731999738144004,0.015341955877264356
24,246,0.00023005919815952643,0.015572015075423882
25,457,0.0004273863965809088,0.015999401472004793
26,151,0.0001412151988702784,0.01614061667087507
27,229,0.0002141607982867136,0.016354777469161783
28,274,0.00025624479795004164,0.016611022267111825
29,119,0.0001112887991096896,0.016722311066221515
30,493,0.00046105359631157125,0.017183364662533087
31,268,0.00025063359799493124,0.01743399826052802
32,298,0.0002786895977704832,0.017712687858298503
33,541,0.0005059431959524545,0.018218631054250957
34,278,0.00025998559792011523,0.01847861665217107
35,601,0.0005620551955035584,0.01904067184767463
36,564,0.0005274527957803777,0.019568124643455007
37,818,0.0007649935938800512,0.02033311823733506
38,681,0.0006368711949050305,0.02096998943224009
39,633,0.0005919815952641472,0.021561971027504238
40,551,0.0005152951958776385,0.022077266223381877
41,409,0.0003824967969400256,0.0224597630203219
42,293,0.0002740135978078912,0.02273377661812979
43,169,0.0001580487987356096,0.0228918254168654
44,164,0.0001533727987730176,0.02304519821563842
45,181,0.00016927119864583042,0.02321446941428425
46,292,0.0002730783978153728,0.023487547812099625
47,97,9.07143992742848e-05,0.02357826221137391
48,209,0.00019545679843634562,0.023773719009810255
49,181,0.00016927119864583042,0.023942990208456087
50,819,0.0007659287938725696,0.024708919002328657
51,214,0.00020013279839893762,0.024909051800727593
52,178,0.00016646559866827522,0.02507551739939587
53,230,0.000215095998279232,0.0252906133976751
54,241,0.0002253831981969344,0.025515996595872035
55,186,0.0001739471986084224,0.025689943794480457
56,249,0.00023286479813708162,0.025922808592617537
57,227,0.0002122903983016768,0.026135098990919214
58,230,0.000215095998279232,0.026350194989198446
59,103,9.63255992293952e-05,0.026446520588427842
60,223,0.00020854959833160322,0.026655070186759444
61,232,0.0002169663982642688,0.026872036585023712
62,162,0.0001515023987879808,0.02702353898381169
63,170,0.00015898399872812802,0.02718252298253982
64,98,9.16495992668032e-05,0.027274172581806623
65,193,0.0001804935985560512,0.027454666180362675
66,220,0.00020574399835404802,0.027660410178716722
67,216,0.00020200319838397442,0.027862413377100697
68,226,0.0002113551983091584,0.028073768575409854
69,225,0.00021041999831664001,0.028284188573726495
70,220,0.00020574399835404802,0.02848993257208054
71,115,0.000107547999139616,0.028597480571220156
72,289,0.0002702727978378176,0.028867753369057975
73,177,0.00016553039867575682,0.02903328376773373
74,159,0.0001486967988104256,0.029181980566544155
75,244,0.0002281887981744896,0.029410169364718644
76,273,0.00025530959795752324,0.029665478962676167
77,487,0.0004554423963564608,0.03012092135903263
78,95,8.8843999289248e-05,0.030209765358321875
79,140,0.00013092799895257602,0.03034069335727445
80,202,0.0001889103984887168,0.03052960375576317
81,114,0.0001066127991470976,0.030636216554910268
82,348,0.00032544959739640324,0.03096166615230667
83,258,0.00024128159806974722,0.031202947750376415
84,226,0.0002113551983091584,0.03141430294868557
85,353,0.00033012559735899524,0.03174442854604457
86,211,0.00019732719842138242,0.03194175574446595
87,151,0.0001412151988702784,0.03208297094333623
88,155,0.000144955998840352,0.032227926942176584
89,168,0.0001571135987430912,0.032385040540919674
90,573,0.0005358695957130433,0.03292091013663272
91,188,0.0001758175985934592,0.03309672773522618
92,140,0.00013092799895257602,0.033227655734178754
93,126,0.00011783519905731841,0.03334549093323607
94,341,0.00031890319744877445,0.033664394130684845
95,315,0.000294587997643296,0.03395898212832814
96,162,0.0001515023987879808,0.03411048452711612
97,177,0.00016553039867575682,0.034276014925791874
98,269,0.00025156879798744964,0.03452758372377932
99,376,0.0003516351971869184,0.03487921892096624
100,631472,0.5905526096755791,0.6254318285965453
101,16,1.4963199880294401e-05,0.6254467917964256
102,15,1.4027999887776e-05,0.6254608197963134
103,17,1.5898399872812802e-05,0.6254767181961862
104,8,7.481599940147201e-06,0.6254841997961264
105,13,1.2157599902739202e-05,0.625496357396029
106,7,6.5463999476288004e-06,0.6255029037959767
107,8,7.481599940147201e-06,0.6255103853959169
108,14,1.3092799895257601e-05,0.6255234781958121
109,15,1.4027999887776e-05,0.6255375061956999
110,10,9.351999925184e-06,0.625546858195625
111,11,1.0287199917702401e-05,0.6255571453955427
112,10,9.351999925184e-06,0.6255664973954679
113,4,3.7407999700736003e-06,0.625570238195438
114,13,1.2157599902739202e-05,0.6255823957953407
115,18,1.68335998653312e-05,0.6255992293952061
116,6,5.6111999551104e-06,0.6256048405951612
117,15,1.4027999887776e-05,0.625618868595049
118,5,4.675999962592e-06,0.6256235445950116
119,3,2.8055999775552e-06,0.6256263501949891
120,13,1.2157599902739202e-05,0.6256385077948918
121,7,6.5463999476288004e-06,0.6256450541948395
122,5,4.675999962592e-06,0.6256497301948021
123,12,1.12223999102208e-05,0.6256609525947123
124,4,3.7407999700736003e-06,0.6256646933946824
125,19,1.77687998578496e-05,0.6256824621945403
126,8,7.481599940147201e-06,0.6256899437944804
127,8,7.481599940147201e-06,0.6256974253944205
128,7,6.5463999476288004e-06,0.6257039717943682
129,6,5.6111999551104e-06,0.6257095829943233
130,8,7.481599940147201e-06,0.6257170645942635
131,4,3.7407999700736003e-06,0.6257208053942336
132,10,9.351999925184e-06,0.6257301573941587
133,5,4.675999962592e-06,0.6257348333941213
