quantity,count
1,7
2,3
3,5
4,2
5,21
7,4
8,2
9,5
10,3
11,1
12,2
14,2
15,2
17,2
18,3
19,2
20,5
21,3
22,4
25,2
26,1
27,1
28,3
29,1
30,1
31,1
32,6
33,2
36,1
37,1
43,2
49,2
50,5
51,4
54,1
55,1
57,1
58,1
59,1
60,1
61,1
63,1
66,1
68,1
72,1
75,2
78,2
79,1
81,1
82,2
86,2
90,1
91,1
95,2
97,1
100,80
150,1
168,2
181,2
200,9
275,1
300,7
400,1
500,2
518,1
600,1
1300,1
1900,1
