improvement_ticks,improvement_price_units,count
1,100,816683
2,200,101952
3,300,54825
4,400,33002
5,500,22615
6,600,15906
7,700,11777
8,800,8985
9,900,6997
10,1000,5806
11,1100,4646
12,1200,3364
13,1300,2734
14,1400,2258
15,1500,1923
16,1600,1427
17,1700,1213
18,1800,1073
19,1900,837
20,2000,696
21,2100,569
22,2200,507
23,2300,428
24,2400,361
25,2500,314
26,2600,242
27,2700,258
28,2800,189
29,2900,149
30,3000,146
31,3100,132
32,3200,114
33,3300,105
34,3400,112
35,3500,97
36,3600,72
37,3700,74
38,3800,64
39,3900,49
40,4000,51
41,4100,47
42,4200,47
43,4300,53
44,4400,48
45,4500,53
46,4600,34
47,4700,42
48,4800,32
49,4900,43
50,5000,35
51,5100,29
52,5200,36
53,5300,36
54,5400,27
55,5500,25
56,5600,18
57,5700,27
58,5800,21
59,5900,23
60,6000,26
61,6100,22
62,6200,22
63,6300,29
64,6400,15
65,6500,14
66,6600,17
67,6700,5
68,6800,10
69,6900,13
70,7000,11
71,7100,9
72,7200,7
73,7300,7
74,7400,6
75,7500,10
76,7600,7
77,7700,10
78,7800,5
79,7900,4
80,8000,13
81,8100,6
82,8200,5
83,8300,5
84,8400,6
85,8500,9
86,8600,9
87,8700,6
88,8800,11
89,8900,6
90,9000,7
91,9100,3
92,9200,5
93,9300,9
94,9400,3
95,9500,7
96,9600,2
97,9700,4
98,9800,5
99,9900,4
100,10000,8
101,10100,2
102,10200,3
103,10300,2
104,10400,6
105,10500,5
106,10600,4
107,10700,5
108,10800,6
109,10900,5
110,11000,4
111,11100,5
112,11200,4
113,11300,6
114,11400,4
115,11500,6
116,11600,1
117,11700,1
118,11800,4
119,11900,2
120,12000,4
121,12100,4
122,12200,4
123,12300,4
124,12400,4
125,12500,4
126,12600,1
127,12700,2
128,12800,2
129,12900,5
130,13000,4
131,13100,3
132,13200,4
133,13300,5
134,13400,5
135,13500,5
136,13600,4
137,13700,5
138,13800,7
139,13900,1
140,14000,2
141,14100,5
142,14200,1
143,14300,7
144,14400,6
145,14500,3
146,14600,2
147,14700,4
148,14800,3
149,14900,4
150,15000,5
151,15100,3
152,15200,3
154,15400,4
155,15500,5
156,15600,2
157,15700,7
158,15800,4
159,15900,7
160,16000,3
161,16100,1
162,16200,4
163,16300,1
164,16400,3
166,16600,5
167,16700,3
168,16800,1
169,16900,3
170,17000,4
171,17100,2
172,17200,4
173,17300,3
174,17400,3
175,17500,4
176,17600,2
177,17700,2
178,17800,7
179,17900,2
180,18000,2
181,18100,5
182,18200,2
183,18300,3
184,18400,3
185,18500,1
186,18600,4
187,18700,3
188,18800,2
189,18900,7
190,19000,2
191,19100,1
192,19200,2
193,19300,3
194,19400,4
195,19500,1
196,19600,2
198,19800,1
199,19900,4
200,20000,5
201,20100,5
202,20200,1
203,20300,3
204,20400,1
205,20500,2
206,20600,1
207,20700,2
208,20800,1
209,20900,1
210,21000,2
211,21100,1
212,21200,3
213,21300,1
214,21400,1
215,21500,2
218,21800,3
219,21900,4
220,22000,5
221,22100,2
222,22200,2
223,22300,1
224,22400,1
225,22500,2
226,22600,3
227,22700,1
228,22800,2
229,22900,2
230,23000,1
231,23100,2
232,23200,5
233,23300,3
234,23400,4
235,23500,1
238,23800,2
239,23900,1
240,24000,6
241,24100,1
242,24200,1
243,24300,2
245,24500,2
246,24600,2
248,24800,4
249,24900,1
250,25000,2
251,25100,3
253,25300,3
255,25500,2
256,25600,2
257,25700,3
258,25800,1
259,25900,3
260,26000,3
261,26100,1
262,26200,1
263,26300,1
264,26400,1
265,26500,2
266,26600,2
267,26700,3
268,26800,2
270,27000,3
272,27200,1
273,27300,4
274,27400,1
276,27600,1
277,27700,2
278,27800,2
279,27900,2
282,28200,2
285,28500,2
286,28600,2
287,28700,1
289,28900,1
291,29100,2
292,29200,2
293,29300,1
295,29500,1
300,30000,2
302,30200,2
303,30300,2
304,30400,1
306,30600,1
308,30800,1
309,30900,2
310,31000,3
312,31200,2
313,31300,1
314,31400,3
317,31700,2
318,31800,2
320,32000,1
322,32200,2
325,32500,5
327,32700,1
328,32800,1
329,32900,1
331,33100,1
332,33200,2
333,33300,4
334,33400,2
335,33500,3
336,33600,1
337,33700,2
338,33800,3
339,33900,2
342,34200,2
343,34300,1
345,34500,1
346,34600,2
347,34700,1
348,34800,1
349,34900,1
352,35200,3
353,35300,2
354,35400,1
355,35500,1
356,35600,1
359,35900,3
360,36000,2
362,36200,3
363,36300,1
364,36400,5
365,36500,3
367,36700,3
369,36900,2
370,37000,1
372,37200,1
374,37400,1
376,37600,1
378,37800,1
379,37900,1
380,38000,1
381,38100,2
382,38200,1
383,38300,2
384,38400,1
386,38600,1
387,38700,1
389,38900,1
390,39000,1
393,39300,1
395,39500,1
396,39600,1
398,39800,1
399,39900,1
401,40100,2
413,41300,1
416,41600,1
419,41900,1
420,42000,3
421,42100,1
422,42200,1
423,42300,1
424,42400,2
425,42500,1
426,42600,1
431,43100,1
435,43500,1
440,44000,1
441,44100,1
442,44200,1
443,44300,1
444,44400,1
452,45200,1
453,45300,1
457,45700,1
468,46800,2
470,47000,1
498,49800,1
519,51900,2
528,52800,1
529,52900,1
534,53400,1
570,57000,1
632,63200,1
732,73200,1
