improvement_ticks,improvement_price_units,count
1,100,783433
2,200,103101
3,300,57516
4,400,35956
5,500,25616
6,600,18344
7,700,13218
8,800,10021
9,900,7967
10,1000,6190
11,1100,4859
12,1200,3962
13,1300,3276
14,1400,2707
15,1500,2244
16,1600,1621
17,1700,1400
18,1800,1147
19,1900,1031
20,2000,999
21,2100,783
22,2200,652
23,2300,564
24,2400,462
25,2500,414
26,2600,393
27,2700,256
28,2800,217
29,2900,251
30,3000,264
31,3100,247
32,3200,199
33,3300,167
34,3400,146
35,3500,123
36,3600,81
37,3700,101
38,3800,82
39,3900,84
40,4000,86
41,4100,77
42,4200,51
43,4300,48
44,4400,38
45,4500,56
46,4600,44
47,4700,43
48,4800,29
49,4900,33
50,5000,27
51,5100,31
52,5200,21
53,5300,32
54,5400,24
55,5500,24
56,5600,14
57,5700,21
58,5800,22
59,5900,21
60,6000,19
61,6100,10
62,6200,19
63,6300,16
64,6400,15
65,6500,14
66,6600,13
67,6700,5
68,6800,7
69,6900,16
70,7000,10
71,7100,7
72,7200,14
73,7300,10
74,7400,13
75,7500,15
76,7600,14
77,7700,8
78,7800,9
79,7900,4
80,8000,12
81,8100,9
82,8200,5
83,8300,2
84,8400,5
85,8500,5
86,8600,12
87,8700,7
88,8800,9
89,8900,7
90,9000,9
91,9100,5
92,9200,7
93,9300,1
94,9400,2
95,9500,7
96,9600,6
97,9700,4
98,9800,8
99,9900,6
100,10000,10
101,10100,4
102,10200,4
103,10300,8
104,10400,7
105,10500,8
106,10600,6
107,10700,4
108,10800,5
109,10900,1
110,11000,6
111,11100,4
112,11200,3
113,11300,5
114,11400,5
115,11500,5
116,11600,3
117,11700,3
118,11800,1
119,11900,4
120,12000,4
121,12100,2
122,12200,4
123,12300,5
124,12400,9
125,12500,6
126,12600,5
127,12700,3
128,12800,4
129,12900,6
130,13000,3
131,13100,1
132,13200,3
133,13300,3
134,13400,1
135,13500,3
136,13600,4
137,13700,2
138,13800,3
139,13900,6
140,14000,2
141,14100,2
142,14200,4
143,14300,5
144,14400,4
145,14500,1
146,14600,8
147,14700,2
148,14800,4
149,14900,6
150,15000,5
151,15100,2
152,15200,7
153,15300,6
154,15400,3
155,15500,2
156,15600,4
157,15700,3
158,15800,3
159,15900,4
160,16000,3
161,16100,5
162,16200,4
163,16300,4
164,16400,1
165,16500,4
166,16600,4
167,16700,3
168,16800,3
169,16900,4
170,17000,1
171,17100,3
172,17200,4
173,17300,4
174,17400,5
175,17500,2
176,17600,2
177,17700,5
178,17800,1
179,17900,4
180,18000,8
181,18100,3
182,18200,5
183,18300,2
184,18400,3
185,18500,6
186,18600,1
187,18700,2
188,18800,3
189,18900,3
190,19000,3
191,19100,4
192,19200,3
193,19300,3
194,19400,3
196,19600,2
197,19700,3
198,19800,2
199,19900,2
200,20000,3
201,20100,3
202,20200,5
203,20300,4
204,20400,4
205,20500,2
206,20600,1
208,20800,1
209,20900,2
210,21000,1
211,21100,2
212,21200,2
213,21300,2
214,21400,1
215,21500,2
216,21600,6
217,21700,5
218,21800,2
219,21900,2
220,22000,4
221,22100,2
222,22200,2
223,22300,1
224,22400,5
225,22500,2
226,22600,1
227,22700,1
229,22900,1
231,23100,2
233,23300,2
234,23400,3
235,23500,6
237,23700,1
238,23800,1
239,23900,2
240,24000,1
241,24100,1
242,24200,3
244,24400,2
245,24500,4
246,24600,1
247,24700,1
248,24800,1
250,25000,2
251,25100,4
253,25300,4
254,25400,1
255,25500,3
256,25600,1
257,25700,2
259,25900,1
261,26100,2
263,26300,1
265,26500,3
266,26600,10
267,26700,2
268,26800,3
269,26900,3
270,27000,5
272,27200,2
273,27300,3
274,27400,1
275,27500,2
276,27600,1
277,27700,3
278,27800,3
279,27900,3
280,28000,2
281,28100,1
284,28400,1
285,28500,1
286,28600,3
287,28700,2
288,28800,1
289,28900,4
290,29000,3
291,29100,1
292,29200,1
293,29300,1
299,29900,1
300,30000,1
301,30100,1
302,30200,2
304,30400,3
305,30500,6
306,30600,4
307,30700,2
308,30800,2
310,31000,3
312,31200,1
313,31300,2
314,31400,2
315,31500,2
319,31900,1
321,32100,4
322,32200,1
323,32300,1
325,32500,1
326,32600,1
327,32700,1
328,32800,2
331,33100,3
332,33200,1
333,33300,1
334,33400,1
336,33600,2
337,33700,1
339,33900,5
340,34000,1
342,34200,2
343,34300,1
344,34400,2
345,34500,1
347,34700,1
348,34800,1
350,35000,2
351,35100,2
353,35300,1
354,35400,2
358,35800,3
359,35900,1
360,36000,1
364,36400,2
365,36500,2
367,36700,3
370,37000,1
372,37200,1
373,37300,1
374,37400,1
375,37500,1
376,37600,2
377,37700,1
378,37800,1
382,38200,2
386,38600,1
387,38700,1
388,38800,1
389,38900,1
393,39300,1
400,40000,1
402,40200,2
403,40300,1
408,40800,1
410,41000,1
412,41200,1
417,41700,1
418,41800,2
420,42000,1
434,43400,1
441,44100,1
449,44900,1
451,45100,1
481,48100,1
484,48400,1
503,50300,2
509,50900,1
521,52100,1
532,53200,1
540,54000,1
589,58900,1
612,61200,1
659,65900,1
