assets,background_artifact_count,background_artifacts_sha256,background_model,background_policy_sha256,capacity_threshold,hawkes_activity_scale,local_mm_improvement_probability,local_mm_interval_ms,local_mm_max_improvement_probability,local_mm_quantity_multiplier,local_mm_spread_elasticity,maximum_wall_seconds,median_communication_fraction,median_compute_imbalance,median_max_books_per_rank,median_max_compute_seconds,median_max_orders_per_rank,median_mean_books_per_rank,median_mean_compute_seconds,median_mean_orders_per_rank,median_min_books_per_rank,median_min_compute_seconds,median_min_orders_per_rank,median_orders_per_wall_second,median_wall_seconds,minimum_shared_quote_scale,minimum_wall_seconds,parallel_efficiency,ranks,risk_limit_per_asset,shared_mm_mode,shared_quote_quantity,shock_mode,speedup_vs_rank1
1480,31,57032b3b60494a7b06fce5ea2536d69ee61bd374a6bdfa718bc4d55a657b32ae,queue-reactive-v1,20935f465813a35faf5ecd88cc35052b76d271f4f41a5e953dc645dbca36dd45,0.500000000,0.3,0.25,1000.0,1.0,1.0,0.0,24.864203880,0.478824389,1.310054664,93.000000000,16.534402436,12072909.000000000,92.500000000,12.618804628,6440628.500000000,92.000000000,8.071820001,4554583.500000000,4173315.582369036,24.692610460,0.05,24.413408124,nan,16,1600.000000000,off,200,off,nan
1480,31,57032b3b60494a7b06fce5ea2536d69ee61bd374a6bdfa718bc4d55a657b32ae,queue-reactive-v1,20935f465813a35faf5ecd88cc35052b76d271f4f41a5e953dc645dbca36dd45,0.500000000,0.3,0.25,1000.0,1.0,1.0,0.0,24.852232969,0.481163361,1.309623146,93.000000000,16.547932370,12073389.000000000,92.500000000,12.642085884,6440735.031250000,92.000000000,8.072686768,4554433.500000000,4169586.646404193,24.715102296,0.05,24.555144647,nan,16,1600.000000000,off,200,on,nan
