asset_summary_csv,asset_summary_csv_sha256,assets,background_artifact_count,background_artifacts_sha256,background_model,background_policy,background_policy_csv,background_policy_sha256,campaign_manifest,campaign_manifest_sha256,campaign_sha256,capacity_threshold,cluster_metrics_csv,cluster_metrics_csv_sha256,collective_calls,communication_fraction,compute_imbalance,control_scenario,executable,executable_sha256,final_affected_shocked_fraction,final_affected_unshocked_fraction,final_mean_spread_bps,final_mean_top_depth,final_shared_gross_exposure,final_shared_utilization,fundamental_news_interval_ms,global_risk_limit_per_asset,hawkes_activity_scale,input_config,input_config_sha256,input_mode,lobs,local_inventory_limit,local_mm,local_mm_improvement_probability,local_mm_interval_ms,local_mm_max_improvement_probability,local_mm_quantity_multiplier,local_mm_refresh_boundaries,local_mm_spread_elasticity,max_books_per_rank,max_communication_seconds,max_compute_seconds,max_initialization_seconds,max_orders_per_rank,mean_books_per_rank,mean_compute_seconds,mean_orders_per_rank,metrics_csv,metrics_csv_sha256,metrics_interval_ms,min_books_per_rank,min_compute_seconds,min_orders_per_rank,minimum_shared_quote_scale,minimum_shared_quote_scale_floor,minimum_two_sided_book_fraction,peak_affected_fraction,peak_affected_unshocked_fraction,peak_mean_spread_bps,processed_orders,ranks,repetition,requested_asset_summary_interval_ms,requested_background_model,requested_background_policy,requested_capacity_threshold,requested_duration_seconds,requested_hawkes_activity_scale,requested_local_inventory_limit,requested_local_mm_enabled,requested_local_mm_improvement_probability,requested_local_mm_interval_ms,requested_local_mm_max_improvement_probability,requested_local_mm_quantity_multiplier,requested_local_mm_spread_elasticity,requested_metrics_interval_ms,requested_minimum_shared_quote_scale,requested_minimum_shared_quote_scale_floor,requested_risk_limit_per_asset,requested_shared_capacity_relative,requested_shared_quote_levels,requested_shared_quote_multiplier,requested_shared_quote_quantity,requested_shared_quote_relative,requested_shock_fraction,requested_shock_inventory_adverse,requested_shock_reference_bid_depth_multiple,requested_shock_target_count,requested_shock_target_seed,requested_shock_time_seconds,requested_shock_top_depth_multiple,requested_stochastic_baseline_normalization_seconds,requested_value_agent_enabled,requested_window_ms,risk_limit_per_asset,run_key,runner_hostname,seed,shared_capacity_relative,shared_mm,shared_mm_mode,shared_quote_levels,shared_quote_multiplier,shared_quote_quantity,shared_quote_relative,shock,shock_assets,shock_background_quantity,shock_cluster_csv,shock_cluster_sha256,shock_executed_quantity,shock_fraction,shock_inventory_adverse,shock_local_mm_quantity,shock_mode,shock_other_quantity,shock_reference_bid_depth_multiple,shock_requested_quantity,shock_shared_mm_quantity,shock_target_assets,shock_target_count_requested,shock_target_seed,shock_targets_csv,shock_targets_csv_sha256,shock_time_seconds,shock_top_depth_multiple,shock_value_agent_quantity,simulated_seconds,slurm_job_id,slurm_job_nodelist,slurm_job_partition,state_hash,stochastic_baseline_normalization_seconds,trades,value_agent,value_agent_interval_ms,value_agent_policy,value_agent_policy_csv,value_agent_policy_sha256,wall_seconds,window_ms,windows,withdrawal_windows
,,1480,31,57032b3b60494a7b06fce5ea2536d69ee61bd374a6bdfa718bc4d55a657b32ae,queue-reactive-v1,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/background_policy_mapping.csv,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/background_policy_mapping.csv,20935f465813a35faf5ecd88cc35052b76d271f4f41a5e953dc645dbca36dd45,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/portable_queue_reactive_case.json,59734ceb840992643294c7fa94888b0afb152c5421f354f9185d2e7462e68479,356afb2bd41b096d1b17dcfe36c228232b2255ba22862648a2aa7e33e795aaf6,0.500000000,,,618,0.000070167,1.000000000,hawkes0p3_localms1000p0_localq1p0_localp0p25_locale0p0_localcap1p0_sharedq200,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/build-seagull-case-45706/fragmented_mpi_lob,14e9475e12ad4e0cf59d99c0f9c68938f6abf6dbd533fb177b9b3464195a4372,0.243243243,0.222222222,426.044466438,1252.857432432,838385.244236000,0.354047823,1000.000000000,1600.000000000,0.3,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/heldout_20200130_queue_reactive_case.csv,47e57b857bcc00a8bb7b0cea142e6712b20c300ed567d6afedb582228a5c4962,empirical_universe,1480,800.000000000,1,0.25,1000.0,1.0,1.0,300,0.0,1480,0.000985779,3.311751427,10.205785868,2397516,1480.000000000,3.311751427,2397516.000000000,,,1000.000000000,1480,3.311751427,2397516,1.000000000,0.05,1.000000000,0.309459459,0.310060060,1171.622067811,2397516,1,1,0.0,queue-reactive-v1,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/background_policy_mapping.csv,0.5,300,0.3,800.0,1,0.25,1000.0,1.0,1.0,0.0,0.0,0.05,0.05,1600.0,1,3,2.0,200,1,0.1,1,3.0,0,314159,150.0,0.0,23400.0,1,1000.0,1600.000000000,2fcf59aafe581fea4788bd1aba1af8d21f509b15eea542087708ad6202aa5572,seagull-n010.cluster,20200130,1,1,global,3,2.000000000,200,1,1,148,119097,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/cluster_assignments.csv,6b2387803e6a5d1449b70304bd2ebfa942b397a593d27c4d279a2ae8cb0b52f7,175506,0.100000000,1,34907,on,0,3.000000000,175506,21502,148,0,314159,,,150.000000000,0.000000000,0,300,45706,seagull-n010,compute,0x39ca074b1c4e5b84,23400.000000000,82380,1,1000.000000000,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/value_policy.csv,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/value_policy.csv,491e6d924adba4aed7fbbe7941300b28f3009aeef64a1ff8a416f85cba3f51b2,14.048951984,1000.000000000,300,0
,,1480,31,57032b3b60494a7b06fce5ea2536d69ee61bd374a6bdfa718bc4d55a657b32ae,queue-reactive-v1,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/background_policy_mapping.csv,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/background_policy_mapping.csv,20935f465813a35faf5ecd88cc35052b76d271f4f41a5e953dc645dbca36dd45,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/portable_queue_reactive_case.json,59734ceb840992643294c7fa94888b0afb152c5421f354f9185d2e7462e68479,356afb2bd41b096d1b17dcfe36c228232b2255ba22862648a2aa7e33e795aaf6,0.500000000,,,618,0.311035082,1.192940445,hawkes0p3_localms1000p0_localq1p0_localp0p25_locale0p0_localcap1p0_sharedq200,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/build-seagull-case-45706/fragmented_mpi_lob,14e9475e12ad4e0cf59d99c0f9c68938f6abf6dbd533fb177b9b3464195a4372,0.243243243,0.222222222,426.044466438,1252.857432432,838385.244236000,0.354047823,1000.000000000,1600.000000000,0.3,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/heldout_20200130_queue_reactive_case.csv,47e57b857bcc00a8bb7b0cea142e6712b20c300ed567d6afedb582228a5c4962,empirical_universe,1480,800.000000000,1,0.25,1000.0,1.0,1.0,300,0.0,93,0.490399461,0.284960796,1.224526578,226885,92.500000000,0.238872608,149844.750000000,,,1000.000000000,92,0.194195659,118244,1.000000000,0.05,1.000000000,0.309459459,0.310060060,1171.622067811,2397516,16,1,0.0,queue-reactive-v1,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/background_policy_mapping.csv,0.5,300,0.3,800.0,1,0.25,1000.0,1.0,1.0,0.0,0.0,0.05,0.05,1600.0,1,3,2.0,200,1,0.1,1,3.0,0,314159,150.0,0.0,23400.0,1,1000.0,1600.000000000,0720dbd485ff76f65471be5e6fc09d74ab7025fc991b8fd2b23ab71887105ef4,seagull-n010.cluster,20200130,1,1,global,3,2.000000000,200,1,1,148,119097,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/cluster_assignments.csv,6b2387803e6a5d1449b70304bd2ebfa942b397a593d27c4d279a2ae8cb0b52f7,175506,0.100000000,1,34907,on,0,3.000000000,175506,21502,148,0,314159,,,150.000000000,0.000000000,0,300,45706,seagull-n010,compute,0x39ca074b1c4e5b84,23400.000000000,82380,1,1000.000000000,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/value_policy.csv,/home/users/mschpc/2025/czhang4/LimitOrderBookSimulator-final-inventory-stress-20260803/results/seagull/queue_case_45706/portable_case/value_policy.csv,491e6d924adba4aed7fbbe7941300b28f3009aeef64a1ff8a416f85cba3f51b2,1.576669286,1000.000000000,300,0
