assets,background_artifact_count,background_artifacts_sha256,background_model,background_policy_sha256,capacity_threshold,hawkes_activity_scale,local_mm_improvement_probability,local_mm_interval_ms,local_mm_max_improvement_probability,local_mm_quantity_multiplier,local_mm_spread_elasticity,maximum_wall_seconds,median_communication_fraction,median_compute_imbalance,median_max_books_per_rank,median_max_compute_seconds,median_max_orders_per_rank,median_mean_books_per_rank,median_mean_compute_seconds,median_mean_orders_per_rank,median_min_books_per_rank,median_min_compute_seconds,median_min_orders_per_rank,median_orders_per_wall_second,median_wall_seconds,minimum_shared_quote_scale,minimum_wall_seconds,parallel_efficiency,ranks,risk_limit_per_asset,shared_mm_mode,shared_quote_quantity,shock_mode,speedup_vs_rank1
1480,31,57032b3b60494a7b06fce5ea2536d69ee61bd374a6bdfa718bc4d55a657b32ae,queue-reactive-v1,20935f465813a35faf5ecd88cc35052b76d271f4f41a5e953dc645dbca36dd45,0.500000000,0.3,0.25,1000.0,1.0,1.0,0.0,35.316372337,0.343355111,1.190469548,93.000000000,21.706027175,13572130.000000000,92.500000000,18.215533533,7678558.156250000,92.000000000,14.641751328,5649042.500000000,3504120.823748387,35.060700438,0.05,34.149171568,nan,16,1600.000000000,uncoupled,200,off,nan
1480,31,57032b3b60494a7b06fce5ea2536d69ee61bd374a6bdfa718bc4d55a657b32ae,queue-reactive-v1,20935f465813a35faf5ecd88cc35052b76d271f4f41a5e953dc645dbca36dd45,0.500000000,0.3,0.25,1000.0,1.0,1.0,0.0,35.407111199,0.344736434,1.195159412,93.000000000,21.772694769,13571343.000000000,92.500000000,18.214442833,7679163.312500000,92.000000000,14.620218772,5649090.500000000,3498075.237783074,35.124062419,0.05,34.448592900,nan,16,1600.000000000,uncoupled,200,on,nan
1480,31,57032b3b60494a7b06fce5ea2536d69ee61bd374a6bdfa718bc4d55a657b32ae,queue-reactive-v1,20935f465813a35faf5ecd88cc35052b76d271f4f41a5e953dc645dbca36dd45,0.500000000,0.3,0.25,1000.0,1.0,1.0,0.0,35.254076812,0.342919402,1.193728579,93.000000000,21.684874014,13545829.500000000,92.500000000,18.150540254,7666557.343750000,92.000000000,14.634333380,5645972.500000000,3507302.782406092,34.974145408,0.05,34.175387737,nan,16,800.000000000,uncoupled,200,off,nan
1480,31,57032b3b60494a7b06fce5ea2536d69ee61bd374a6bdfa718bc4d55a657b32ae,queue-reactive-v1,20935f465813a35faf5ecd88cc35052b76d271f4f41a5e953dc645dbca36dd45,0.500000000,0.3,0.25,1000.0,1.0,1.0,0.0,35.180591716,0.342921358,1.194630848,93.000000000,21.720534948,13546035.000000000,92.500000000,18.180279130,7666939.968750000,92.000000000,14.621537819,5646880.000000000,3506528.067357972,34.983618310,0.05,34.245098650,nan,16,800.000000000,uncoupled,200,on,nan
