risk_limit_per_asset,seed_count,mean_depth_difference_in_differences,median_depth_difference_in_differences,sample_sd_depth_difference_in_differences,mcse_depth_difference_in_differences,normal_95_ci_lower_depth_difference_in_differences,normal_95_ci_upper_depth_difference_in_differences,percentile_2p5_depth_difference_in_differences,percentile_97p5_depth_difference_in_differences,minimum_seed_mean_depth_difference_in_differences,maximum_seed_mean_depth_difference_in_differences,mean_relative_depth_difference_in_differences,median_relative_depth_difference_in_differences,sample_sd_relative_depth_difference_in_differences,mcse_relative_depth_difference_in_differences,normal_95_ci_lower_relative_depth_difference_in_differences,normal_95_ci_upper_relative_depth_difference_in_differences,percentile_2p5_relative_depth_difference_in_differences,percentile_97p5_relative_depth_difference_in_differences,mean_spread_difference_in_differences_bps,median_spread_difference_in_differences_bps,sample_sd_spread_difference_in_differences_bps,mcse_spread_difference_in_differences_bps,normal_95_ci_lower_spread_difference_in_differences_bps,normal_95_ci_upper_spread_difference_in_differences_bps,percentile_2p5_spread_difference_in_differences_bps,percentile_97p5_spread_difference_in_differences_bps,mean_affected_fraction_difference_in_differences,median_affected_fraction_difference_in_differences,sample_sd_affected_fraction_difference_in_differences,mcse_affected_fraction_difference_in_differences,percentile_2p5_affected_fraction_difference_in_differences,percentile_97p5_affected_fraction_difference_in_differences,mean_peak_depth_difference_in_differences,mean_minimum_two_sided_book_fraction_on_shock,mean_minimum_shared_quote_scale_on_shock,mean_shared_mm_absorption_fraction
800,20,4.792885176847333,2.7236916082811122,18.167966987789338,4.062480919766905,-3.1695774258958007,12.755347779590467,-15.422181431438416,47.67845938647781,-16.31750333667889,58.75978561896056,0.001790225168530711,0.0014347436366743886,0.01017540062649839,0.0022752887499144347,-0.0026693407813015812,0.006249791118363003,-0.010301244451106235,0.0243473974569198,-0.0011489223292499985,-0.0025096323477777644,0.028128869879744247,0.006289806518135447,-0.013476943104795474,0.011179098446295476,-0.04379321910155555,0.05054592445526382,-0.0002345887556666668,-0.0002865365372222225,0.0006086681678491558,0.00013610233990509643,-0.0013457415761805556,0.0007471221119583331,309.7577327327,0.9988513513500001,0.14017416975000002,0.020243275112562683
1600,20,1.0482698114771112,-2.3608014264236092,14.167455590364748,3.167939376826499,-5.160891367102826,7.257430990057049,-19.58899318069026,32.69991397647223,-20.991971137811667,33.28840006673666,0.00010849309315152463,-0.0018901982059497282,0.008382566253896759,0.0018743987969608914,-0.0035653285488918226,0.0037823147351948717,-0.01282769599181659,0.018098023474647604,-0.0035034876701111077,-0.00692474153055558,0.024305026236277137,0.005434769085923154,-0.014155635078520488,0.007148659738298274,-0.03907220062468055,0.037000610930069434,-0.00011788872316666672,-0.0002348181569444445,0.0005462259313212211,0.00012213983135073817,-0.0009547672705277777,0.000820831238513888,228.28468468465,0.9987162162000001,0.21037588415,0.025184300593821714
