assets,background_artifact_count,background_artifacts_sha256,background_model,background_policy_sha256,capacity_threshold,hawkes_activity_scale,local_mm_improvement_probability,local_mm_interval_ms,local_mm_max_improvement_probability,local_mm_quantity_multiplier,local_mm_spread_elasticity,maximum_wall_seconds,median_communication_fraction,median_compute_imbalance,median_max_books_per_rank,median_max_compute_seconds,median_max_orders_per_rank,median_mean_books_per_rank,median_mean_compute_seconds,median_mean_orders_per_rank,median_min_books_per_rank,median_min_compute_seconds,median_min_orders_per_rank,median_orders_per_wall_second,median_wall_seconds,minimum_wall_seconds,parallel_efficiency,ranks,risk_limit_per_asset,shared_mm_mode,shared_quote_quantity,shock_mode,speedup_vs_rank1
1480,31,747967d24e3a7a189a57550fd1a2d362aa52bc12bc55fb3cac88b216992c1a27,queue-reactive-v1,fdef944abbd26ee59252de2edd0d64add75fbd738d9530bf24ff75b17f831d55,0.500000000,0.3,0.25,1000.0,1.0,1.0,0.0,8.412494331,0.000076508,1.000000000,1480.000000000,2.516870490,3100370.000000000,1480.000000000,2.516870490,3100370.000000000,1480.000000000,2.516870490,3100370.000000000,368543.487580747,8.412494331,8.412494331,1.000000000,1,100.000000000,global,200,off,1.000000000
1480,31,747967d24e3a7a189a57550fd1a2d362aa52bc12bc55fb3cac88b216992c1a27,queue-reactive-v1,fdef944abbd26ee59252de2edd0d64add75fbd738d9530bf24ff75b17f831d55,0.500000000,0.3,0.25,1000.0,1.0,1.0,0.0,0.637591831,0.563615794,1.943075728,47.000000000,0.152507975,186920.000000000,46.250000000,0.078487921,96886.562500000,46.000000000,0.063662387,79382.000000000,4862625.035733872,0.637591831,0.637591831,0.412317779,32,100.000000000,global,200,off,13.194168937
