event_type,observed_count,observed_rate_per_second,stationary_target_rate,configured_mu,stationary_reconstructed_rate
limit_buy,64996,0.5555213675213675,0.5448092409296946,1.7797101870370025,0.5448092409296946
limit_sell,56846,0.48586324786324786,0.4965753744549206,1.6221462232194073,0.4965753744549206
market_buy,2608,0.02229059829059829,0.019939806760071253,0.06513670208289943,0.019939806760071253
market_sell,2347,0.02005982905982906,0.022410620590356096,0.07320802726182991,0.022410620590356096
cancel_bid,63038,0.5387863247863248,0.946428517864853,3.091666491691853,0.9464285178648529
cancel_ask,54933,0.4695128205128205,0.9499787384447904,3.1032638789196487,0.9499787384447904
