event_type,observed_count,observed_rate_per_second,stationary_target_rate,configured_mu,stationary_reconstructed_rate
limit_buy,79521,0.6796666666666666,0.6915945203470766,2.259208766467117,0.6915945203470766
limit_sell,80662,0.6894188034188035,0.6774909497383939,2.213137102478753,0.6774909497383939
market_buy,7583,0.06481196581196581,0.06858735754209126,0.22405203463749812,0.06858735754209126
market_sell,8451,0.07223076923076924,0.0684553775006438,0.22362089983543643,0.0684553775006438
cancel_bid,72482,0.6195042735042735,0.8894746591357151,2.9056172198433363,0.8894746591357151
cancel_ask,74373,0.6356666666666667,0.8351437948752579,2.728136396592509,0.8351437948752579
