improvement_ticks,improvement_price_units,count
1,100,1684095
2,200,173560
3,300,114936
4,400,86503
5,500,64710
6,600,48948
7,700,38145
8,800,30276
9,900,25326
10,1000,21893
11,1100,17770
12,1200,15122
13,1300,13258
14,1400,12256
15,1500,10747
16,1600,8740
17,1700,7563
18,1800,6520
19,1900,6038
20,2000,5387
21,2100,4941
22,2200,4681
23,2300,3968
24,2400,3623
25,2500,3258
26,2600,2939
27,2700,2545
28,2800,2405
29,2900,2297
30,3000,2131
31,3100,1993
32,3200,1776
33,3300,1585
34,3400,1511
35,3500,1617
36,3600,1244
37,3700,1268
38,3800,1223
39,3900,1134
40,4000,1115
41,4100,1560
42,4200,835
43,4300,822
44,4400,738
45,4500,719
46,4600,808
47,4700,630
48,4800,597
49,4900,620
50,5000,599
51,5100,568
52,5200,435
53,5300,442
54,5400,450
55,5500,403
56,5600,422
57,5700,308
58,5800,310
59,5900,382
60,6000,349
61,6100,275
62,6200,295
63,6300,231
64,6400,263
65,6500,229
66,6600,233
67,6700,183
68,6800,185
69,6900,187
70,7000,296
71,7100,198
72,7200,198
73,7300,177
74,7400,166
75,7500,186
76,7600,133
77,7700,142
78,7800,114
79,7900,122
80,8000,124
81,8100,109
82,8200,92
83,8300,102
84,8400,107
85,8500,105
86,8600,96
87,8700,84
88,8800,91
89,8900,118
90,9000,88
91,9100,96
92,9200,167
93,9300,89
94,9400,104
95,9500,703
96,9600,679
97,9700,64
98,9800,64
99,9900,68
100,10000,80
101,10100,48
102,10200,49
103,10300,58
104,10400,44
105,10500,57
106,10600,47
107,10700,43
108,10800,52
109,10900,53
110,11000,35
111,11100,32
112,11200,32
113,11300,31
114,11400,41
115,11500,45
116,11600,33
117,11700,44
118,11800,31
119,11900,31
120,12000,20
121,12100,21
122,12200,38
123,12300,27
124,12400,22
125,12500,33
126,12600,17
127,12700,13
128,12800,15
129,12900,17
130,13000,12
131,13100,19
132,13200,21
133,13300,21
134,13400,18
135,13500,14
136,13600,19
137,13700,15
138,13800,19
139,13900,14
140,14000,16
141,14100,11
142,14200,11
143,14300,14
144,14400,19
145,14500,18
146,14600,11
147,14700,11
148,14800,19
149,14900,16
150,15000,24
151,15100,18
152,15200,16
153,15300,17
154,15400,9
155,15500,10
156,15600,7
157,15700,13
158,15800,10
159,15900,9
160,16000,7
161,16100,15
162,16200,11
163,16300,7
164,16400,8
165,16500,5
166,16600,7
167,16700,11
168,16800,3
169,16900,9
170,17000,7
171,17100,11
172,17200,8
173,17300,12
174,17400,10
175,17500,13
176,17600,8
177,17700,6
178,17800,4
179,17900,4
180,18000,6
181,18100,7
182,18200,4
183,18300,4
184,18400,6
185,18500,3
186,18600,4
187,18700,3
188,18800,6
189,18900,1
190,19000,4
191,19100,2
192,19200,4
193,19300,12
194,19400,5
195,19500,3
196,19600,3
197,19700,5
198,19800,9
199,19900,3
200,20000,8
201,20100,4
202,20200,11
203,20300,3
204,20400,5
205,20500,3
206,20600,5
207,20700,5
208,20800,1
209,20900,5
210,21000,1
211,21100,2
212,21200,1
213,21300,1
214,21400,1
218,21800,1
219,21900,2
220,22000,4
221,22100,4
222,22200,1
223,22300,3
224,22400,3
225,22500,3
226,22600,4
227,22700,3
228,22800,2
229,22900,1
230,23000,6
231,23100,4
232,23200,3
233,23300,4
234,23400,5
235,23500,5
237,23700,1
238,23800,2
239,23900,3
240,24000,3
241,24100,6
242,24200,4
243,24300,5
244,24400,1
245,24500,4
247,24700,2
248,24800,2
249,24900,2
250,25000,2
251,25100,2
252,25200,7
254,25400,3
255,25500,4
256,25600,2
258,25800,2
260,26000,3
261,26100,3
262,26200,2
263,26300,2
264,26400,2
265,26500,1
266,26600,1
267,26700,3
268,26800,3
269,26900,6
270,27000,4
271,27100,1
272,27200,3
273,27300,1
274,27400,3
275,27500,3
276,27600,6
277,27700,2
278,27800,3
280,28000,1
282,28200,2
283,28300,1
284,28400,3
285,28500,3
286,28600,6
288,28800,4
289,28900,1
290,29000,4
291,29100,2
292,29200,2
293,29300,1
294,29400,1
295,29500,3
296,29600,3
297,29700,1
299,29900,1
300,30000,3
302,30200,2
303,30300,3
304,30400,5
306,30600,1
307,30700,1
308,30800,1
309,30900,1
311,31100,2
312,31200,1
313,31300,1
314,31400,2
315,31500,1
316,31600,2
317,31700,1
320,32000,1
321,32100,1
323,32300,2
324,32400,1
325,32500,1
327,32700,1
329,32900,1
332,33200,1
333,33300,1
334,33400,4
338,33800,1
340,34000,2
341,34100,1
342,34200,1
343,34300,1
344,34400,1
346,34600,2
349,34900,3
355,35500,2
359,35900,1
360,36000,2
361,36100,1
362,36200,1
363,36300,1
364,36400,2
365,36500,1
366,36600,1
367,36700,4
368,36800,1
369,36900,2
370,37000,1
372,37200,1
375,37500,2
379,37900,2
381,38100,2
384,38400,2
386,38600,1
387,38700,2
388,38800,1
390,39000,2
391,39100,1
393,39300,1
394,39400,1
395,39500,1
400,40000,3
401,40100,1
403,40300,1
406,40600,1
407,40700,1
408,40800,1
410,41000,3
414,41400,2
415,41500,1
417,41700,2
418,41800,1
419,41900,1
420,42000,1
422,42200,2
423,42300,1
424,42400,2
427,42700,1
428,42800,1
429,42900,1
430,43000,1
432,43200,1
433,43300,2
434,43400,1
435,43500,2
440,44000,2
442,44200,2
443,44300,1
445,44500,4
449,44900,1
450,45000,2
452,45200,1
454,45400,1
456,45600,3
457,45700,1
460,46000,2
461,46100,3
463,46300,1
464,46400,1
465,46500,2
467,46700,1
470,47000,1
471,47100,1
473,47300,2
474,47400,1
475,47500,1
477,47700,1
479,47900,1
481,48100,1
483,48300,2
485,48500,1
487,48700,1
489,48900,2
490,49000,3
492,49200,2
495,49500,1
496,49600,1
497,49700,1
499,49900,2
500,50000,1
502,50200,1
508,50800,3
511,51100,3
512,51200,1
513,51300,1
518,51800,2
520,52000,1
522,52200,1
523,52300,1
524,52400,2
527,52700,1
530,53000,1
531,53100,1
532,53200,1
533,53300,1
534,53400,1
535,53500,3
538,53800,1
540,54000,1
541,54100,1
543,54300,2
544,54400,1
546,54600,1
547,54700,1
548,54800,1
549,54900,3
550,55000,1
551,55100,1
553,55300,1
554,55400,1
555,55500,1
560,56000,2
561,56100,3
564,56400,1
567,56700,1
568,56800,1
571,57100,1
575,57500,2
576,57600,1
577,57700,2
578,57800,3
580,58000,1
581,58100,1
582,58200,1
588,58800,2
593,59300,2
596,59600,1
597,59700,1
598,59800,1
601,60100,1
605,60500,1
606,60600,2
607,60700,1
609,60900,1
611,61100,1
616,61600,1
618,61800,1
619,61900,1
623,62300,1
624,62400,1
625,62500,2
626,62600,2
630,63000,1
631,63100,2
633,63300,1
636,63600,2
638,63800,1
639,63900,2
642,64200,1
645,64500,1
646,64600,1
648,64800,2
649,64900,1
654,65400,2
657,65700,2
658,65800,1
659,65900,1
660,66000,1
662,66200,1
663,66300,1
665,66500,1
668,66800,1
670,67000,2
671,67100,1
673,67300,1
675,67500,1
676,67600,1
680,68000,4
682,68200,1
683,68300,1
687,68700,1
688,68800,1
689,68900,1
696,69600,1
699,69900,1
700,70000,1
706,70600,3
709,70900,1
710,71000,1
712,71200,2
713,71300,1
716,71600,1
719,71900,1
721,72100,1
722,72200,1
724,72400,3
725,72500,1
730,73000,1
732,73200,1
733,73300,2
737,73700,2
739,73900,1
746,74600,1
747,74700,2
750,75000,1
751,75100,1
752,75200,1
753,75300,1
755,75500,1
756,75600,1
757,75700,2
763,76300,1
768,76800,2
774,77400,1
778,77800,2
783,78300,1
784,78400,1
790,79000,1
795,79500,1
796,79600,1
802,80200,1
818,81800,1
822,82200,1
830,83000,1
835,83500,1
842,84200,1
843,84300,1
850,85000,1
859,85900,1
864,86400,1
877,87700,1
879,87900,1
899,89900,1
900,90000,1
903,90300,1
905,90500,1
908,90800,1
912,91200,1
926,92600,1
927,92700,1
929,92900,1
946,94600,1
950,95000,1
955,95500,1
958,95800,1
960,96000,1
972,97200,1
975,97500,2
984,98400,2
985,98500,1
986,98600,1
989,98900,1
993,99300,1
994,99400,1
996,99600,1
998,99800,1
999,99900,2
1000,100000,1
1002,100200,1
1011,101100,1
1031,103100,1
1032,103200,1
1042,104200,1
1049,104900,1
1058,105800,1
1062,106200,1
1068,106800,2
1070,107000,1
1083,108300,1
1084,108400,1
1095,109500,1
1100,110000,1
1105,110500,2
1113,111300,1
1123,112300,1
1132,113200,1
1135,113500,1
1137,113700,1
1138,113800,1
1153,115300,1
1170,117000,1
1181,118100,1
1226,122600,1
1231,123100,1
1233,123300,1
1245,124500,1
1259,125900,1
1263,126300,1
1268,126800,1
1282,128200,1
1300,130000,1
1323,132300,1
1337,133700,1
1348,134800,1
1378,137800,1
1387,138700,1
1388,138800,1
1416,141600,1
1433,143300,2
1435,143500,2
1458,145800,1
1460,146000,1
1496,149600,1
1517,151700,1
1562,156200,1
1564,156400,1
1567,156700,1
1578,157800,1
1584,158400,1
1600,160000,1
1606,160600,1
1611,161100,1
1616,161600,1
1651,165100,1
1687,168700,1
1696,169600,1
1700,170000,1
1711,171100,1
1796,179600,1
1797,179700,1
1809,180900,1
1817,181700,1
1838,183800,1
1914,191400,1
1916,191600,1
1934,193400,1
2018,201800,1
2080,208000,1
2093,209300,1
2200,220000,1
2347,234700,1
2450,245000,1
2605,260500,1
2818,281800,1
3506,350600,1
4002,400200,1
4129,412900,1
4233,423300,1
5619,561900,1
