kind,target,source,bin,value
state_coefficient,cancel_bid,log_spread_ratio,,-0.50813401091440191
state_coefficient,cancel_bid,log_bid_depth_ratio,,-0.0085976742994008926
state_coefficient,cancel_bid,log_ask_depth_ratio,,0.045269195624022936
state_coefficient,cancel_bid,queue_imbalance,,0.073042557798625993
state_coefficient,cancel_ask,log_spread_ratio,,-0.43885165442098645
state_coefficient,cancel_ask,log_bid_depth_ratio,,0.057319856593393254
state_coefficient,cancel_ask,log_ask_depth_ratio,,-0.017306134584515968
state_coefficient,cancel_ask,queue_imbalance,,-0.095417645408710255
intraday_factor,limit_buy,,0,1.0234323475198448
intraday_factor,limit_sell,,0,1.0786778765731631
intraday_factor,market_buy,,0,0.88479722372478897
intraday_factor,market_sell,,0,0.9340268097112715
intraday_factor,cancel_bid,,0,0.96690886378290453
intraday_factor,cancel_ask,,0,1.0286043441094641
intraday_factor,limit_buy,,1,0.95535603454843565
intraday_factor,limit_sell,,1,0.94576562397315622
intraday_factor,market_buy,,1,0.89204841621648201
intraday_factor,market_sell,,1,0.88825918098785528
intraday_factor,cancel_bid,,1,0.96369949930843368
intraday_factor,cancel_ask,,1,0.95379768402351295
intraday_factor,limit_buy,,2,0.98128084592580656
intraday_factor,limit_sell,,2,0.96840490644133848
intraday_factor,market_buy,,2,0.88170131156523746
intraday_factor,market_sell,,2,0.90281131160155681
intraday_factor,cancel_bid,,2,0.98981254074534675
intraday_factor,cancel_ask,,2,0.97700205524098527
intraday_factor,limit_buy,,3,0.97871038048518433
intraday_factor,limit_sell,,3,0.98405324965884111
intraday_factor,market_buy,,3,0.87106196741810615
intraday_factor,market_sell,,3,0.90761369592612828
intraday_factor,cancel_bid,,3,0.98934114768445724
intraday_factor,cancel_ask,,3,0.99522753935475294
intraday_factor,limit_buy,,4,0.9780428267737391
intraday_factor,limit_sell,,4,0.9646493725071138
intraday_factor,market_buy,,4,0.86934506037977077
intraday_factor,market_sell,,4,0.86412946503250843
intraday_factor,cancel_bid,,4,0.98982697755014093
intraday_factor,cancel_ask,,4,0.97521161502795761
intraday_factor,limit_buy,,5,0.95131175689076786
intraday_factor,limit_sell,,5,0.93826824369991146
intraday_factor,market_buy,,5,0.93588434059951242
intraday_factor,market_sell,,5,0.87466752723906815
intraday_factor,cancel_bid,,5,0.95606242957229304
intraday_factor,cancel_ask,,5,0.94005404484691546
intraday_factor,limit_buy,,6,0.90185552962666293
intraday_factor,limit_sell,,6,0.89713302789523131
intraday_factor,market_buy,,6,0.86590211381885362
intraday_factor,market_sell,,6,0.88695438222797174
intraday_factor,cancel_bid,,6,0.90778889277625752
intraday_factor,cancel_ask,,6,0.90233991228131361
intraday_factor,limit_buy,,7,0.89287631246290033
intraday_factor,limit_sell,,7,0.88562290096121143
intraday_factor,market_buy,,7,0.8567604970881425
intraday_factor,market_sell,,7,0.88760678160791351
intraday_factor,cancel_bid,,7,0.89768940629195548
intraday_factor,cancel_ask,,7,0.8911866972427136
intraday_factor,limit_buy,,8,0.88702119945004787
intraday_factor,limit_sell,,8,0.86749139984703239
intraday_factor,market_buy,,8,0.86904368839963742
intraday_factor,market_sell,,8,0.86750925626470687
intraday_factor,cancel_bid,,8,0.89443108221861733
intraday_factor,cancel_ask,,8,0.87293339811719328
intraday_factor,limit_buy,,9,0.98451709437837409
intraday_factor,limit_sell,,9,0.95993513659210994
intraday_factor,market_buy,,9,0.93376560425433264
intraday_factor,market_sell,,9,0.91273321883817149
intraday_factor,cancel_bid,,9,0.99409650564623919
intraday_factor,cancel_ask,,9,0.96647286394431176
intraday_factor,limit_buy,,10,1.0073744639888302
intraday_factor,limit_sell,,10,1.0052182640602092
intraday_factor,market_buy,,10,0.94800314719457102
intraday_factor,market_sell,,10,0.95568284468433906
intraday_factor,cancel_bid,,10,1.0158163646155556
intraday_factor,cancel_ask,,10,1.0141798418190979
intraday_factor,limit_buy,,11,1.0439954808116558
intraday_factor,limit_sell,,11,1.0389889833284214
intraday_factor,market_buy,,11,1.08473470133264
intraday_factor,market_sell,,11,1.0978062373841573
intraday_factor,cancel_bid,,11,1.0449925194175025
intraday_factor,cancel_ask,,11,1.0407715977286949
intraday_factor,limit_buy,,12,1.4142257271377496
intraday_factor,limit_sell,,12,1.4657910144622606
intraday_factor,market_buy,,12,2.1069519280079243
intraday_factor,market_sell,,12,2.0201992884943514
intraday_factor,cancel_bid,,12,1.3895337703902968
intraday_factor,cancel_ask,,12,1.4422184062630847
