event_type,observed_count,observed_rate_per_second,stationary_target_rate,configured_mu,stationary_reconstructed_rate
limit_buy,26223,0.22412820512820514,0.2318606162848738,0.7574113465305878,0.2318606162848738
limit_sell,28536,0.2438974358974359,0.2361650247407672,0.7714724141531729,0.2361650247407672
market_buy,1353,0.011564102564102565,0.011353863641335437,0.0370892878950291,0.011353863641335437
market_sell,997,0.00852136752136752,0.008731606444134645,0.028523247717506507,0.008731606444134645
cancel_bid,25261,0.2159059829059829,0.4235741357970342,1.3836755102703118,0.4235741357970342
cancel_ask,27336,0.23364102564102565,0.4117404823732798,1.3450189090860474,0.4117404823732798
