event_type,observed_count,observed_rate_per_second,stationary_target_rate,configured_mu,stationary_reconstructed_rate
limit_buy,40350,0.34487179487179487,0.366558520222894,1.1974244993947871,0.366558520222894
limit_sell,44403,0.37951282051282054,0.3578260951617215,1.1688985775282903,0.3578260951617215
market_buy,2129,0.018196581196581196,0.019580060547086275,0.06396153112048183,0.019580060547086275
market_sell,2179,0.018623931623931625,0.017240452273426545,0.056318810759860054,0.017240452273426545
cancel_bid,38419,0.32836752136752134,0.4919503951710356,1.6070379575587164,0.4919503951710356
cancel_ask,42683,0.3648119658119658,0.5130456363434893,1.6759490787220652,0.5130456363434893
