event_type,observed_count,observed_rate_per_second,stationary_target_rate,configured_mu,stationary_reconstructed_rate
limit_buy,35216,0.30099145299145297,0.3554506408076582,1.1611387599716836,0.35545064080765826
limit_sell,43088,0.36827350427350425,0.31381431645729896,1.0251267670938433,0.31381431645729896
market_buy,2617,0.02236752136752137,0.020663767974729273,0.0675016420507823,0.020663767974729273
market_sell,2203,0.01882905982905983,0.020532813221851926,0.0670738565247163,0.020532813221851926
cancel_bid,33430,0.2857264957264957,0.49853667017811,1.628553122581826,0.49853667017810993
cancel_ask,40972,0.3501880341880342,0.5272100737026459,1.7222195740953103,0.5272100737026459
