improvement_ticks,improvement_price_units,count
1,100,232608
2,200,17689
3,300,6312
4,400,3269
5,500,1837
6,600,870
7,700,583
8,800,361
9,900,353
10,1000,210
11,1100,152
12,1200,120
13,1300,83
14,1400,45
15,1500,54
16,1600,45
17,1700,46
18,1800,32
19,1900,22
20,2000,26
21,2100,24
22,2200,9
23,2300,9
24,2400,15
25,2500,13
26,2600,11
27,2700,7
28,2800,9
29,2900,17
30,3000,8
31,3100,5
32,3200,6
33,3300,8
34,3400,15
35,3500,8
36,3600,12
37,3700,5
38,3800,6
39,3900,1
40,4000,2
41,4100,5
42,4200,7
43,4300,6
44,4400,5
45,4500,7
46,4600,6
47,4700,5
48,4800,1
49,4900,1
50,5000,3
51,5100,4
52,5200,5
53,5300,3
54,5400,4
55,5500,4
56,5600,5
57,5700,8
58,5800,1
59,5900,3
60,6000,2
61,6100,2
62,6200,4
63,6300,3
64,6400,3
65,6500,4
66,6600,3
67,6700,4
68,6800,1
69,6900,3
70,7000,2
71,7100,4
73,7300,6
74,7400,1
75,7500,5
76,7600,4
77,7700,1
78,7800,2
79,7900,2
80,8000,3
81,8100,2
82,8200,2
83,8300,2
85,8500,3
86,8600,1
87,8700,1
88,8800,3
89,8900,3
90,9000,1
91,9100,4
92,9200,2
93,9300,2
94,9400,2
95,9500,2
96,9600,2
97,9700,1
98,9800,1
99,9900,1
100,10000,4
102,10200,2
103,10300,1
104,10400,1
105,10500,2
106,10600,2
108,10800,1
109,10900,3
110,11000,2
111,11100,2
113,11300,2
115,11500,2
116,11600,2
118,11800,1
120,12000,1
123,12300,1
127,12700,1
129,12900,1
131,13100,1
134,13400,2
135,13500,3
138,13800,3
140,14000,1
141,14100,2
144,14400,1
147,14700,1
148,14800,1
149,14900,3
150,15000,1
151,15100,2
152,15200,1
153,15300,1
154,15400,1
158,15800,1
162,16200,1
163,16300,2
166,16600,1
179,17900,1
180,18000,1
181,18100,1
183,18300,1
187,18700,1
193,19300,1
196,19600,1
197,19700,1
198,19800,3
202,20200,1
206,20600,1
207,20700,1
209,20900,1
217,21700,1
220,22000,1
226,22600,1
233,23300,1
263,26300,1
272,27200,1
303,30300,1
468,46800,1
