symbol,enabled,value_threshold_bps,value_depth_participation,value_gap_elasticity,value_max_depth_participation,value_trigger_mode,value_maximum_news_rechecks,cluster_id,candidate_id
CCRN,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CCXI,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CDK,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CDLX,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
CDMO,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CDNA,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CDNS,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
CDTX,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CDW,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
CDXC,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CDXS,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CDZI,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CECE,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CEMI,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CENT,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CENTA,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CENX,1,5,0.20000000000000001,1,0.75,news_impulse,2,8,value_5bps_20pct_eta100_cap075_r2
CERN,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
CERS,1,5,0.20000000000000001,1,0.75,news_impulse,2,8,value_5bps_20pct_eta100_cap075_r2
CETV,1,5,0.20000000000000001,1,0.75,news_impulse,2,8,value_5bps_20pct_eta100_cap075_r2
CEVA,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CFFN,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CGBD,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CGNX,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CHCO,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
CHDN,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
CHEF,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CHI,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CHMA,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CHRS,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CHRW,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CHTR,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
CHUY,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CHW,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CHY,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CIGI,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
CINF,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
CIVB,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CJJD,1,5,0.20000000000000001,1,0.75,news_impulse,2,8,value_5bps_20pct_eta100_cap075_r2
CKPT,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CLAR,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CLBK,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CLCT,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CLNE,1,5,0.20000000000000001,1,0.75,news_impulse,2,8,value_5bps_20pct_eta100_cap075_r2
CLPS,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CLSN,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CLUB,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CLVS,1,5,0.20000000000000001,1,0.75,news_impulse,2,8,value_5bps_20pct_eta100_cap075_r2
CLXT,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CMCO,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
CMCSA,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
CME,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
CMRX,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CMTL,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CNCE,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CNET,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CNMD,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
CNOB,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CNSL,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CNST,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
CNTY,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CNXN,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
CODA,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
COHR,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
COHU,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
COKE,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
COLB,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
COLL,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
COLM,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
COMM,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
CONE,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CONN,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
COOP,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CORE,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CORT,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
COST,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
COUP,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
COWN,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CPRT,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
CPRX,1,5,0.20000000000000001,1,0.75,news_impulse,2,8,value_5bps_20pct_eta100_cap075_r2
CPSI,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CPSS,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CPTA,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CRAI,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
CRBP,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
CREE,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CRMT,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
CRON,1,5,0.20000000000000001,1,0.75,news_impulse,2,8,value_5bps_20pct_eta100_cap075_r2
CROX,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CRSP,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
CRUS,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CRVL,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
CRVS,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CSBR,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CSCO,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
CSFL,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CSGP,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
CSGS,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CSII,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
CSIQ,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CSOD,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CSQ,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CSTR,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CSWC,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CSWI,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
CSX,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
CTAS,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
CTBI,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
CTG,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CTMX,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CTRC,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CTRE,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CTRN,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CTSH,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
CTSO,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CTXS,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
CUE,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CUTR,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CVBF,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CVCO,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
CVGI,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
CVGW,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
CVLT,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CVTI,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CWST,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
CY,1,5,0.20000000000000001,1,0.75,news_impulse,2,8,value_5bps_20pct_eta100_cap075_r2
CYBE,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CYRX,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
CYTK,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
CZR,1,5,0.20000000000000001,1,0.75,news_impulse,2,8,value_5bps_20pct_eta100_cap075_r2
DAIO,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
DAKT,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
DBX,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
DCOM,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
DCPH,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
DENN,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
DERM,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
DGICA,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
DGII,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
DHIL,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
DIOD,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
DISCA,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
DISCK,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
DISH,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
DLTH,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
DLTR,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
DMAC,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
DMRC,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
DNKN,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
DNLI,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
DOCU,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
DOMO,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
DOOO,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
DORM,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
DRNA,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
DSGX,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
DSKE,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
DSPG,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
DTEA,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
DVAX,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
DWSN,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
DXCM,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
DXLG,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
DXPE,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
EA,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
EBAY,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
EBIX,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
EBSB,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
EBTC,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
ECHO,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
ECOL,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
ECOR,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
ECPG,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
EDIT,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
EEFT,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
EFSC,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
EGAN,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
EGBN,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
EGLE,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
EGOV,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
EGRX,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
EHTH,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
EIDX,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
EIGI,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
EIGR,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
ELOX,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
EMKR,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
EML,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
ENOB,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
ENPH,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
ENSG,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
ENTA,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
ENTG,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
EOLS,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
EPAY,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
EPZM,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
EQ,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
EQBK,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
EQIX,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
ERI,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
ERIE,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
ERII,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
ESPR,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
ESQ,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
ESTA,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
ESXB,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
ETFC,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
ETON,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
ETSY,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
EVBG,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
EVER,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
EVFM,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
EVLO,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
EVOP,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
EWBC,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
EXAS,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
EXEL,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
EXLS,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
EXPD,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
EXPI,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
EXPO,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
EXTR,1,5,0.20000000000000001,1,0.75,news_impulse,2,8,value_5bps_20pct_eta100_cap075_r2
EYE,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
EYEN,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
EYPT,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
FANG,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
FARM,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
FARO,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
FAST,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
FATE,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
FB,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
FBIO,1,5,0.20000000000000001,1,0.75,news_impulse,2,4,value_5bps_20pct_eta100_cap075_r2
FBMS,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
FBNC,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
FCBC,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
FCFS,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
FCNCA,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
FDEF,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
FDUS,1,5,0.050000000000000003,0.5,0.10000000000000001,news_impulse,16,6,value_5bps_5pct_eta050_cap010_r16
FELE,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
FENC,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
FEYE,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
FFBC,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
FFIC,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
FFIN,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
FFIV,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
FFWM,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
FGEN,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
FHB,1,5,0.20000000000000001,1,0.75,news_impulse,16,5,value_5bps_20pct_eta100_cap075_r16
FIBK,1,5,0.20000000000000001,1,0.75,news_impulse,8,3,value_5bps_20pct_eta100_cap075_r8
FISI,1,5,0.20000000000000001,1,0.75,news_impulse,16,0,value_5bps_20pct_eta100_cap075_r16
FISV,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
FITB,1,5,0.20000000000000001,1,0.75,news_impulse,16,9,value_5bps_20pct_eta100_cap075_r16
FIVE,1,5,0.20000000000000001,1,0.75,news_impulse,16,7,value_5bps_20pct_eta100_cap075_r16
FIVN,1,5,0.20000000000000001,1,0.75,news_impulse,2,2,value_5bps_20pct_eta100_cap075_r2
FIXX,1,10,0.20000000000000001,0,1,news_impulse,16,1,value_10bps_20pct_r16
