event_type,observed_count,observed_rate_per_second,stationary_target_rate,configured_mu,stationary_reconstructed_rate
limit_buy,47905,0.40944444444444444,0.4317170799002089,1.4102757943406825,0.4317170799002089
limit_sell,57192,0.4888205128205128,0.46654787736474834,1.5240563993915113,0.46654787736474834
market_buy,3797,0.03245299145299145,0.03453990687233847,0.112830362449639,0.03453990687233847
market_sell,3808,0.032547008547008545,0.030460093127661528,0.09950297088369432,0.030460093127661524
cancel_bid,45174,0.3861025641025641,0.628079993658156,2.05172797928331,0.628079993658156
cancel_ask,53957,0.4611709401709402,0.6474163178434725,2.1148933049553436,0.6474163178434725
