improvement_ticks,improvement_price_units,count
1,100,1550604
2,200,224936
3,300,132525
4,400,87610
5,500,63012
6,600,47303
7,700,35986
8,800,28430
9,900,22202
10,1000,19012
11,1100,15002
12,1200,12639
13,1300,11049
14,1400,10059
15,1500,9021
16,1600,7393
17,1700,6530
18,1800,5983
19,1900,5177
20,2000,4701
21,2100,4220
22,2200,3766
23,2300,3432
24,2400,3099
25,2500,2888
26,2600,2439
27,2700,2069
28,2800,2026
29,2900,1992
30,3000,1808
31,3100,1505
32,3200,1429
33,3300,1193
34,3400,1217
35,3500,1084
36,3600,986
37,3700,916
38,3800,867
39,3900,812
40,4000,836
41,4100,699
42,4200,626
43,4300,577
44,4400,586
45,4500,524
46,4600,520
47,4700,419
48,4800,436
49,4900,447
50,5000,455
51,5100,368
52,5200,318
53,5300,328
54,5400,320
55,5500,243
56,5600,245
57,5700,260
58,5800,297
59,5900,207
60,6000,230
61,6100,189
62,6200,171
63,6300,168
64,6400,159
65,6500,193
66,6600,159
67,6700,149
68,6800,165
69,6900,143
70,7000,128
71,7100,140
72,7200,117
73,7300,138
74,7400,101
75,7500,110
76,7600,98
77,7700,103
78,7800,101
79,7900,92
80,8000,101
81,8100,93
82,8200,70
83,8300,51
84,8400,57
85,8500,71
86,8600,67
87,8700,48
88,8800,54
89,8900,49
90,9000,55
91,9100,45
92,9200,36
93,9300,91
94,9400,60
95,9500,45
96,9600,46
97,9700,54
98,9800,49
99,9900,43
100,10000,62
101,10100,36
102,10200,28
103,10300,33
104,10400,30
105,10500,28
106,10600,27
107,10700,22
108,10800,22
109,10900,25
110,11000,27
111,11100,38
112,11200,22
113,11300,22
114,11400,17
115,11500,25
116,11600,29
117,11700,32
118,11800,19
119,11900,33
120,12000,20
121,12100,24
122,12200,22
123,12300,12
124,12400,15
125,12500,14
126,12600,16
127,12700,7
128,12800,12
129,12900,8
130,13000,11
131,13100,10
132,13200,9
133,13300,9
134,13400,16
135,13500,14
136,13600,11
137,13700,10
138,13800,7
139,13900,8
140,14000,8
141,14100,4
142,14200,17
143,14300,5
144,14400,3
145,14500,5
146,14600,5
147,14700,3
148,14800,7
149,14900,4
150,15000,12
151,15100,3
152,15200,14
153,15300,6
154,15400,6
155,15500,6
156,15600,14
157,15700,5
158,15800,9
159,15900,5
160,16000,8
161,16100,4
162,16200,5
163,16300,10
164,16400,6
165,16500,3
166,16600,3
167,16700,9
168,16800,1
169,16900,6
170,17000,6
171,17100,5
172,17200,2
173,17300,5
174,17400,1
175,17500,1
176,17600,3
177,17700,1
178,17800,4
179,17900,1
180,18000,6
181,18100,2
182,18200,1
184,18400,4
185,18500,6
186,18600,1
187,18700,4
188,18800,1
189,18900,1
190,19000,1
191,19100,2
192,19200,3
193,19300,1
194,19400,2
195,19500,1
196,19600,3
197,19700,2
198,19800,2
199,19900,1
200,20000,3
201,20100,1
202,20200,1
203,20300,1
204,20400,3
205,20500,3
206,20600,1
207,20700,2
208,20800,1
209,20900,1
210,21000,2
211,21100,2
212,21200,1
213,21300,1
215,21500,2
216,21600,1
217,21700,2
218,21800,2
220,22000,1
222,22200,2
223,22300,1
224,22400,4
225,22500,1
227,22700,1
228,22800,1
230,23000,2
231,23100,1
232,23200,5
233,23300,2
235,23500,2
236,23600,2
238,23800,2
239,23900,1
240,24000,2
244,24400,1
245,24500,1
246,24600,1
248,24800,1
249,24900,1
250,25000,1
252,25200,1
253,25300,1
254,25400,2
256,25600,2
258,25800,2
259,25900,1
260,26000,2
262,26200,1
263,26300,1
265,26500,3
266,26600,1
267,26700,2
269,26900,1
272,27200,1
273,27300,1
274,27400,2
276,27600,1
278,27800,1
280,28000,1
287,28700,1
290,29000,2
294,29400,1
295,29500,1
301,30100,1
305,30500,1
306,30600,1
307,30700,1
308,30800,1
309,30900,2
310,31000,1
311,31100,1
312,31200,1
313,31300,1
315,31500,2
316,31600,1
319,31900,1
320,32000,2
322,32200,1
329,32900,1
332,33200,1
338,33800,1
340,34000,1
344,34400,3
346,34600,1
352,35200,1
354,35400,1
356,35600,1
357,35700,1
358,35800,1
369,36900,1
370,37000,2
375,37500,1
379,37900,1
381,38100,1
393,39300,2
395,39500,1
396,39600,1
398,39800,3
400,40000,3
402,40200,1
404,40400,1
405,40500,1
406,40600,3
411,41100,1
422,42200,1
423,42300,1
429,42900,2
433,43300,1
438,43800,1
442,44200,1
450,45000,2
453,45300,1
478,47800,1
485,48500,1
533,53300,1
536,53600,2
545,54500,2
550,55000,1
552,55200,1
560,56000,1
567,56700,1
579,57900,1
584,58400,1
595,59500,1
598,59800,1
599,59900,1
613,61300,1
620,62000,1
623,62300,1
635,63500,1
637,63700,1
646,64600,1
657,65700,1
661,66100,1
703,70300,1
716,71600,1
750,75000,1
754,75400,1
758,75800,1
759,75900,1
762,76200,1
763,76300,1
773,77300,1
778,77800,1
780,78000,1
792,79200,1
816,81600,1
850,85000,1
878,87800,1
922,92200,1
929,92900,1
938,93800,2
945,94500,1
1021,102100,1
1061,106100,1
1100,110000,1
1105,110500,1
1136,113600,1
1181,118100,1
1186,118600,1
1210,121000,1
1227,122700,1
1258,125800,2
1280,128000,1
1296,129600,1
1299,129900,1
1305,130500,1
1359,135900,1
1427,142700,1
1449,144900,1
1465,146500,1
1500,150000,1
1510,151000,1
1532,153200,1
1546,154600,1
1566,156600,1
1959,195900,1
2094,209400,1
2100,210000,1
2190,219000,1
2232,223200,1
2329,232900,1
2395,239500,1
2569,256900,1
2629,262900,1
4123,412300,1
