kind,target,source,bin,value
slow_alpha,cancel_ask,cancel_bid,,0
fast_alpha,cancel_ask,cancel_ask,,0.16353377296665192
slow_alpha,cancel_ask,cancel_ask,,0.0022577769345994056
state_coefficient,limit_buy,log_spread_ratio,,0.21635068235779051
state_coefficient,limit_buy,log_bid_depth_ratio,,-0.016587517451460681
state_coefficient,limit_buy,log_ask_depth_ratio,,0.0017328677276911885
state_coefficient,limit_buy,queue_imbalance,,0.031310673330735776
state_coefficient,limit_sell,log_spread_ratio,,0.24972735794426634
state_coefficient,limit_sell,log_bid_depth_ratio,,-0.01287741321813137
state_coefficient,limit_sell,log_ask_depth_ratio,,-0.016980527462801466
state_coefficient,limit_sell,queue_imbalance,,-0.020288587500524896
state_coefficient,market_buy,log_spread_ratio,,0.016719547597373475
state_coefficient,market_buy,log_bid_depth_ratio,,0.059533214447344392
state_coefficient,market_buy,log_ask_depth_ratio,,-0.027708196058301351
state_coefficient,market_buy,queue_imbalance,,0.16720545067912376
state_coefficient,market_sell,log_spread_ratio,,0.038759769041064707
state_coefficient,market_sell,log_bid_depth_ratio,,-0.0397043041782148
state_coefficient,market_sell,log_ask_depth_ratio,,0.04810671606242177
state_coefficient,market_sell,queue_imbalance,,-0.16054475907142407
state_coefficient,cancel_bid,log_spread_ratio,,-0.27706926947656113
state_coefficient,cancel_bid,log_bid_depth_ratio,,0.0061823496643598225
state_coefficient,cancel_bid,log_ask_depth_ratio,,0.0014580589916267756
state_coefficient,cancel_bid,queue_imbalance,,0.010894636746832819
state_coefficient,cancel_ask,log_spread_ratio,,-0.24448808746393394
state_coefficient,cancel_ask,log_bid_depth_ratio,,0.0034536707361026301
state_coefficient,cancel_ask,log_ask_depth_ratio,,-0.006608919260636917
state_coefficient,cancel_ask,queue_imbalance,,-0.028577414184743397
intraday_factor,limit_buy,,0,1.2333077210160039
intraday_factor,limit_sell,,0,1.244801774294201
intraday_factor,market_buy,,0,1.1166240008015764
intraday_factor,market_sell,,0,1.1426226144853482
intraday_factor,cancel_bid,,0,1.1237426507446793
intraday_factor,cancel_ask,,0,1.1463469483552102
intraday_factor,limit_buy,,1,1.0581285654697874
intraday_factor,limit_sell,,1,1.0332090332502322
intraday_factor,market_buy,,1,0.98866336344993144
intraday_factor,market_sell,,1,0.99802384546897382
intraday_factor,cancel_bid,,1,1.074004952956126
intraday_factor,cancel_ask,,1,1.0466509792714209
intraday_factor,limit_buy,,2,1.021756774980634
intraday_factor,limit_sell,,2,1.0007526919186793
intraday_factor,market_buy,,2,0.92612974200908182
intraday_factor,market_sell,,2,0.94531026206789759
intraday_factor,cancel_bid,,2,1.0371726512429031
intraday_factor,cancel_ask,,2,1.013829336893102
intraday_factor,limit_buy,,3,0.98633713545570589
intraday_factor,limit_sell,,3,1.0094668346059668
intraday_factor,market_buy,,3,0.89834354603848054
intraday_factor,market_sell,,3,0.9453303913598885
intraday_factor,cancel_bid,,3,1.0004862986097485
intraday_factor,cancel_ask,,3,1.0247338086358411
intraday_factor,limit_buy,,4,0.95044612475184798
intraday_factor,limit_sell,,4,0.96473134552753848
intraday_factor,market_buy,,4,0.87886384784506588
intraday_factor,market_sell,,4,0.90110130453296167
intraday_factor,cancel_bid,,4,0.96351679130973344
intraday_factor,cancel_ask,,4,0.97920234502640191
intraday_factor,limit_buy,,5,0.93620902159902397
intraday_factor,limit_sell,,5,0.92668389263940765
intraday_factor,market_buy,,5,0.90739207671478583
intraday_factor,market_sell,,5,0.89109704641350207
intraday_factor,cancel_bid,,5,0.94678981609639867
intraday_factor,cancel_ask,,5,0.93562232080455221
intraday_factor,limit_buy,,6,0.87462310690999412
intraday_factor,limit_sell,,6,0.8724162792739768
intraday_factor,market_buy,,6,0.84105220018708926
intraday_factor,market_sell,,6,0.8600929044245732
intraday_factor,cancel_bid,,6,0.88415849231961718
intraday_factor,cancel_ask,,6,0.88082989681846713
intraday_factor,limit_buy,,7,0.86992225354939678
intraday_factor,limit_sell,,7,0.87334514701220933
intraday_factor,market_buy,,7,0.84342777313750561
intraday_factor,market_sell,,7,0.82714628575852589
intraday_factor,cancel_bid,,7,0.88026528379439051
intraday_factor,cancel_ask,,7,0.88249418243628264
intraday_factor,limit_buy,,8,0.85278729963588695
intraday_factor,limit_sell,,8,0.85146351096975381
intraday_factor,market_buy,,8,0.83773173642268695
intraday_factor,market_sell,,8,0.84253009716254401
intraday_factor,cancel_bid,,8,0.86251296585034687
intraday_factor,cancel_ask,,8,0.86045638711328321
intraday_factor,limit_buy,,9,0.97196580285206224
intraday_factor,limit_sell,,9,0.95917887135067048
intraday_factor,market_buy,,9,0.97025133849265888
intraday_factor,market_sell,,9,0.93388688886308213
intraday_factor,cancel_bid,,9,0.98485696809075063
intraday_factor,cancel_ask,,9,0.96954198290696636
intraday_factor,limit_buy,,10,0.97010038982992375
intraday_factor,limit_sell,,10,0.96896198154326929
intraday_factor,market_buy,,10,0.96518522898716408
intraday_factor,market_sell,,10,0.93885882398482556
intraday_factor,cancel_bid,,10,0.98283991144962513
intraday_factor,cancel_ask,,10,0.97916481734587124
intraday_factor,limit_buy,,11,1.0038070357558404
intraday_factor,limit_sell,,11,1.0044197876157124
intraday_factor,market_buy,,11,1.0561349736079391
intraday_factor,market_sell,,11,1.0570882204931675
intraday_factor,cancel_bid,,11,1.0071814604417202
intraday_factor,cancel_ask,,11,1.0072613226631004
intraday_factor,limit_buy,,12,1.2706087681938925
intraday_factor,limit_sell,,12,1.2905688499983836
intraday_factor,market_buy,,12,1.7702001723060345
intraday_factor,market_sell,,12,1.7169113149847095
intraday_factor,cancel_bid,,12,1.252471757093961
intraday_factor,cancel_ask,,12,1.2738656717295014
