book_id,symbol,data_dir,hawkes_rates_file,fundamental_price_ticks,initial_best_bid_ticks,initial_best_ask_ticks,initial_best_bid_depth,initial_best_ask_depth,beta,basket_weight,market_maker_quote_quantity,target_spread_ticks
0,QQQ,data/itch_20200130_qqq,data/itch_20200130_qqq/hawkes_rates_qqq_provisional_20200130.csv,2203550,2203400,2203700,1623,823,1.0,0.0,75,1
