improvement_ticks,improvement_price_units,count
1,100,306964
2,200,23849
3,300,14254
4,400,11409
5,500,9121
6,600,7190
7,700,5976
8,800,4909
9,900,4632
10,1000,4632
11,1100,3603
12,1200,3151
13,1300,2920
14,1400,2654
15,1500,2630
16,1600,2245
17,1700,1932
18,1800,1924
19,1900,1863
20,2000,1797
21,2100,1554
22,2200,1359
23,2300,1343
24,2400,1280
25,2500,1155
26,2600,971
27,2700,1026
28,2800,884
29,2900,851
30,3000,937
31,3100,668
32,3200,703
33,3300,656
34,3400,553
35,3500,582
36,3600,534
37,3700,510
38,3800,572
39,3900,483
40,4000,479
41,4100,447
42,4200,375
43,4300,315
44,4400,355
45,4500,360
46,4600,318
47,4700,275
48,4800,311
49,4900,300
50,5000,395
51,5100,298
52,5200,252
53,5300,223
54,5400,199
55,5500,191
56,5600,191
57,5700,200
58,5800,189
59,5900,162
60,6000,196
61,6100,175
62,6200,166
63,6300,148
64,6400,179
65,6500,166
66,6600,137
67,6700,132
68,6800,134
69,6900,140
70,7000,193
71,7100,131
72,7200,106
73,7300,109
74,7400,128
75,7500,119
76,7600,121
77,7700,93
78,7800,82
79,7900,82
80,8000,80
81,8100,88
82,8200,80
83,8300,81
84,8400,80
85,8500,86
86,8600,74
87,8700,67
88,8800,72
89,8900,76
90,9000,87
91,9100,60
92,9200,60
93,9300,67
94,9400,52
95,9500,76
96,9600,61
97,9700,50
98,9800,74
99,9900,90
100,10000,164
101,10100,63
102,10200,54
103,10300,44
104,10400,71
105,10500,57
106,10600,77
107,10700,53
108,10800,34
109,10900,46
110,11000,61
111,11100,41
112,11200,32
113,11300,44
114,11400,47
115,11500,46
116,11600,33
117,11700,39
118,11800,36
119,11900,43
120,12000,45
121,12100,31
122,12200,22
123,12300,41
124,12400,45
125,12500,43
126,12600,35
127,12700,24
128,12800,31
129,12900,32
130,13000,29
131,13100,24
132,13200,35
133,13300,30
134,13400,22
135,13500,28
136,13600,30
137,13700,28
138,13800,24
139,13900,26
140,14000,24
141,14100,24
142,14200,17
143,14300,19
144,14400,23
145,14500,24
146,14600,20
147,14700,9
148,14800,26
149,14900,37
150,15000,37
151,15100,28
152,15200,25
153,15300,19
154,15400,17
155,15500,24
156,15600,18
157,15700,21
158,15800,31
159,15900,16
160,16000,20
161,16100,30
162,16200,18
163,16300,28
164,16400,29
165,16500,28
166,16600,21
167,16700,17
168,16800,17
169,16900,22
170,17000,12
171,17100,35
172,17200,14
173,17300,25
174,17400,20
175,17500,45
176,17600,25
177,17700,19
178,17800,12
179,17900,19
180,18000,23
181,18100,18
182,18200,33
183,18300,37
184,18400,22
185,18500,30
186,18600,23
187,18700,12
188,18800,33
189,18900,16
190,19000,23
191,19100,19
192,19200,9
193,19300,13
194,19400,13
195,19500,12
196,19600,18
197,19700,10
198,19800,18
199,19900,21
200,20000,35
201,20100,18
202,20200,24
203,20300,11
204,20400,10
205,20500,12
206,20600,14
207,20700,13
208,20800,17
209,20900,22
210,21000,25
211,21100,12
212,21200,8
213,21300,9
214,21400,20
215,21500,15
216,21600,20
217,21700,11
218,21800,21
219,21900,18
220,22000,12
221,22100,10
222,22200,10
223,22300,16
224,22400,12
225,22500,17
226,22600,7
227,22700,8
228,22800,7
229,22900,9
230,23000,25
231,23100,15
232,23200,16
233,23300,10
234,23400,7
235,23500,8
236,23600,9
237,23700,23
238,23800,24
239,23900,13
240,24000,15
241,24100,9
242,24200,13
243,24300,11
244,24400,4
245,24500,10
246,24600,9
247,24700,6
248,24800,14
249,24900,13
250,25000,15
251,25100,5
252,25200,15
253,25300,10
254,25400,11
255,25500,6
256,25600,7
257,25700,3
258,25800,12
259,25900,7
260,26000,10
261,26100,8
262,26200,20
263,26300,13
264,26400,7
265,26500,14
266,26600,9
267,26700,14
268,26800,8
269,26900,11
270,27000,17
271,27100,2
272,27200,8
273,27300,8
274,27400,11
275,27500,16
276,27600,11
277,27700,7
278,27800,3
279,27900,11
280,28000,12
281,28100,8
282,28200,8
283,28300,6
284,28400,14
285,28500,11
286,28600,8
287,28700,11
288,28800,9
289,28900,10
290,29000,7
291,29100,8
292,29200,6
293,29300,3
294,29400,4
295,29500,6
296,29600,10
297,29700,5
298,29800,7
299,29900,10
300,30000,72
301,30100,3
302,30200,9
303,30300,3
304,30400,4
305,30500,4
306,30600,8
307,30700,5
308,30800,13
309,30900,4
310,31000,33
311,31100,4
312,31200,7
313,31300,10
314,31400,16
315,31500,6
316,31600,4
317,31700,3
318,31800,5
319,31900,7
320,32000,5
321,32100,3
322,32200,9
323,32300,6
324,32400,7
325,32500,12
326,32600,3
327,32700,2
328,32800,4
329,32900,5
330,33000,3
331,33100,6
332,33200,5
333,33300,4
