improvement_ticks,improvement_price_units,count
1,100,1397340
2,200,189161
3,300,84477
4,400,42213
5,500,25153
6,600,17417
7,700,11096
8,800,7667
9,900,5957
10,1000,4428
11,1100,3672
12,1200,2748
13,1300,2033
14,1400,1607
15,1500,1412
16,1600,1041
17,1700,846
18,1800,708
19,1900,605
20,2000,462
21,2100,455
22,2200,910
23,2300,785
24,2400,226
25,2500,213
26,2600,166
27,2700,165
28,2800,140
29,2900,138
30,3000,163
31,3100,95
32,3200,94
33,3300,98
34,3400,97
35,3500,83
36,3600,55
37,3700,45
38,3800,46
39,3900,60
40,4000,41
41,4100,37
42,4200,40
43,4300,31
44,4400,21
45,4500,25
46,4600,22
47,4700,25
48,4800,20
49,4900,18
50,5000,22
51,5100,13
52,5200,11
53,5300,9
54,5400,14
55,5500,17
56,5600,15
57,5700,12
58,5800,4
59,5900,21
60,6000,20
61,6100,13
62,6200,8
63,6300,7
64,6400,7
65,6500,10
66,6600,9
67,6700,8
68,6800,3
69,6900,6
70,7000,8
71,7100,5
72,7200,10
73,7300,8
74,7400,4
75,7500,5
76,7600,6
77,7700,3
78,7800,10
79,7900,6
80,8000,7
81,8100,7
82,8200,9
83,8300,3
84,8400,2
85,8500,5
86,8600,4
87,8700,3
88,8800,5
89,8900,9
90,9000,1
91,9100,4
92,9200,6
93,9300,3
94,9400,3
95,9500,6
96,9600,5
97,9700,6
98,9800,2
99,9900,2
100,10000,9
101,10100,6
102,10200,7
103,10300,4
105,10500,9
106,10600,5
107,10700,3
108,10800,6
109,10900,3
110,11000,6
111,11100,5
113,11300,4
114,11400,1
115,11500,2
116,11600,3
117,11700,2
118,11800,2
120,12000,8
121,12100,5
122,12200,4
123,12300,2
125,12500,5
126,12600,1
127,12700,2
128,12800,1
129,12900,3
130,13000,1
131,13100,3
133,13300,4
134,13400,2
135,13500,3
137,13700,1
139,13900,1
140,14000,3
141,14100,1
142,14200,4
143,14300,1
145,14500,4
146,14600,2
147,14700,1
148,14800,3
149,14900,1
150,15000,3
151,15100,2
153,15300,1
154,15400,5
155,15500,2
156,15600,3
158,15800,2
159,15900,2
160,16000,4
161,16100,1
162,16200,4
163,16300,3
164,16400,2
165,16500,4
167,16700,1
168,16800,3
169,16900,1
171,17100,2
172,17200,2
173,17300,6
174,17400,3
175,17500,3
176,17600,1
177,17700,2
178,17800,2
179,17900,1
180,18000,1
181,18100,1
183,18300,2
184,18400,3
185,18500,1
187,18700,2
188,18800,3
189,18900,1
190,19000,1
191,19100,1
194,19400,2
195,19500,4
196,19600,2
197,19700,2
198,19800,1
199,19900,4
200,20000,3
201,20100,1
202,20200,1
203,20300,1
204,20400,3
205,20500,3
206,20600,3
207,20700,1
208,20800,1
209,20900,2
210,21000,2
211,21100,3
212,21200,3
213,21300,1
215,21500,3
218,21800,2
219,21900,1
220,22000,4
221,22100,2
222,22200,1
223,22300,3
225,22500,2
226,22600,1
228,22800,1
230,23000,2
231,23100,2
232,23200,1
233,23300,2
235,23500,3
236,23600,1
239,23900,2
240,24000,3
241,24100,1
243,24300,2
244,24400,1
245,24500,3
246,24600,2
249,24900,2
250,25000,3
252,25200,1
253,25300,1
254,25400,1
255,25500,1
256,25600,5
258,25800,2
259,25900,3
263,26300,2
264,26400,2
266,26600,4
271,27100,2
273,27300,1
274,27400,2
275,27500,1
276,27600,4
277,27700,1
278,27800,1
279,27900,1
281,28100,1
288,28800,1
289,28900,1
292,29200,1
293,29300,1
296,29600,1
298,29800,1
299,29900,1
300,30000,1
301,30100,2
304,30400,1
305,30500,1
309,30900,1
310,31000,1
311,31100,2
312,31200,1
313,31300,1
314,31400,1
317,31700,2
318,31800,3
324,32400,1
328,32800,3
330,33000,2
333,33300,2
335,33500,3
344,34400,2
345,34500,1
346,34600,1
347,34700,1
351,35100,1
353,35300,1
355,35500,2
356,35600,2
359,35900,2
361,36100,1
365,36500,1
366,36600,4
367,36700,1
369,36900,1
371,37100,3
372,37200,1
374,37400,1
376,37600,1
377,37700,2
378,37800,1
379,37900,2
380,38000,1
390,39000,1
392,39200,1
395,39500,1
396,39600,1
397,39700,2
398,39800,2
400,40000,1
401,40100,1
406,40600,1
407,40700,1
410,41000,1
411,41100,1
415,41500,1
417,41700,1
420,42000,1
421,42100,1
423,42300,1
424,42400,1
425,42500,1
432,43200,1
435,43500,1
439,43900,3
446,44600,2
450,45000,1
455,45500,1
457,45700,1
458,45800,1
464,46400,1
465,46500,1
470,47000,1
472,47200,1
475,47500,2
491,49100,1
494,49400,1
500,50000,1
505,50500,1
521,52100,1
522,52200,1
528,52800,1
533,53300,1
534,53400,1
543,54300,1
574,57400,1
583,58300,1
584,58400,1
585,58500,1
597,59700,1
627,62700,1
630,63000,1
638,63800,1
690,69000,1
707,70700,1
937,93700,1
1294,129400,1
