assets,background_artifact_count,background_artifacts_sha256,background_model,background_policy_sha256,capacity_threshold,hawkes_activity_scale,local_mm_improvement_probability,local_mm_interval_ms,local_mm_max_improvement_probability,local_mm_quantity_multiplier,local_mm_spread_elasticity,maximum_wall_seconds,median_communication_fraction,median_compute_imbalance,median_max_books_per_rank,median_max_compute_seconds,median_max_orders_per_rank,median_mean_books_per_rank,median_mean_compute_seconds,median_mean_orders_per_rank,median_min_books_per_rank,median_min_compute_seconds,median_min_orders_per_rank,median_orders_per_wall_second,median_wall_seconds,minimum_wall_seconds,parallel_efficiency,ranks,risk_limit_per_asset,shared_mm_mode,shared_quote_quantity,shock_mode,speedup_vs_rank1
1480,31,747967d24e3a7a189a57550fd1a2d362aa52bc12bc55fb3cac88b216992c1a27,queue-reactive-v1,fdef944abbd26ee59252de2edd0d64add75fbd738d9530bf24ff75b17f831d55,0.500000000,0.3,0.25,1000.0,1.0,1.0,0.0,235.107528012,0.649555491,2.192516909,47.000000000,8.954840436,8936546.000000000,46.250000000,4.083161636,3332580.531250000,46.000000000,3.169401715,2198570.000000000,9038324.515239229,11.798932072,11.680386379,nan,32,100.000000000,off,200,off,nan
1480,31,747967d24e3a7a189a57550fd1a2d362aa52bc12bc55fb3cac88b216992c1a27,queue-reactive-v1,fdef944abbd26ee59252de2edd0d64add75fbd738d9530bf24ff75b17f831d55,0.500000000,0.3,0.25,1000.0,1.0,1.0,0.0,235.234301677,0.653178499,2.194887465,47.000000000,8.967705748,8936547.000000000,46.250000000,4.088444554,3332548.125000000,46.000000000,3.108012953,2198570.000000000,9028882.048804991,11.811156622,11.766541321,nan,32,100.000000000,off,200,on,nan
