asset_summary_csv,asset_summary_csv_sha256,assets,background_artifact_count,background_artifacts_sha256,background_model,background_policy,background_policy_csv,background_policy_sha256,campaign_manifest,campaign_manifest_sha256,campaign_sha256,capacity_threshold,collective_calls,communication_fraction,compute_imbalance,control_scenario,executable,executable_sha256,final_affected_shocked_fraction,final_affected_unshocked_fraction,final_mean_spread_bps,final_mean_top_depth,final_shared_gross_exposure,final_shared_utilization,fundamental_news_interval_ms,global_risk_limit_per_asset,hawkes_activity_scale,input_config,input_config_sha256,input_mode,lobs,local_inventory_limit,local_mm,local_mm_improvement_probability,local_mm_interval_ms,local_mm_max_improvement_probability,local_mm_quantity_multiplier,local_mm_refresh_boundaries,local_mm_spread_elasticity,max_books_per_rank,max_communication_seconds,max_compute_seconds,max_initialization_seconds,max_orders_per_rank,mean_books_per_rank,mean_compute_seconds,mean_orders_per_rank,metrics_csv,metrics_csv_sha256,metrics_interval_ms,min_books_per_rank,min_compute_seconds,min_orders_per_rank,minimum_shared_quote_scale,minimum_two_sided_book_fraction,peak_affected_fraction,peak_affected_unshocked_fraction,peak_mean_spread_bps,processed_orders,ranks,repetition,requested_asset_summary_interval_ms,requested_background_model,requested_background_policy,requested_capacity_threshold,requested_hawkes_activity_scale,requested_local_inventory_limit,requested_local_mm_enabled,requested_local_mm_improvement_probability,requested_local_mm_interval_ms,requested_local_mm_max_improvement_probability,requested_local_mm_quantity_multiplier,requested_local_mm_spread_elasticity,requested_metrics_interval_ms,requested_risk_limit_per_asset,requested_shared_quote_levels,requested_shared_quote_multiplier,requested_shared_quote_quantity,requested_shared_quote_relative,requested_shock_fraction,requested_shock_target_count,requested_shock_target_seed,requested_shock_time_seconds,requested_shock_top_depth_multiple,requested_value_agent_enabled,requested_window_ms,risk_limit_per_asset,run_key,runner_hostname,seed,shared_mm,shared_mm_mode,shared_quote_levels,shared_quote_multiplier,shared_quote_quantity,shared_quote_relative,shock,shock_assets,shock_cluster_csv,shock_cluster_sha256,shock_executed_quantity,shock_fraction,shock_mode,shock_requested_quantity,shock_shared_mm_quantity,shock_target_assets,shock_target_count_requested,shock_target_seed,shock_targets_csv,shock_targets_csv_sha256,shock_time_seconds,shock_top_depth_multiple,simulated_seconds,slurm_job_id,slurm_job_nodelist,slurm_job_partition,state_hash,trades,value_agent,value_agent_interval_ms,value_agent_policy,value_agent_policy_csv,value_agent_policy_sha256,wall_seconds,window_ms,windows,withdrawal_windows
,,1480,31,747967d24e3a7a189a57550fd1a2d362aa52bc12bc55fb3cac88b216992c1a27,queue-reactive-v1,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/background_policy_mapping.csv,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/background_policy_mapping.csv,fdef944abbd26ee59252de2edd0d64add75fbd738d9530bf24ff75b17f831d55,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/portable_queue_reactive_case.json,f982c749f8abc71f9996a7ffdc035f8ce044c6f5b66fde970070c5bd06773e17,f7443bd76098cfcefb5e6fdd8561ff5a688ce6b84f68f24ee5a61a3cd104cd28,0.500000000,618,0.000076508,1.000000000,hawkes0p3_localms1000p0_localq1p0_localp0p25_locale0p0_localcap1p0_sharedq200,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/build-seagull-case-45498/fragmented_mpi_lob,54ffc0b8c3852b6d1494a0a11dc03f08ad7b8202c96b3a05effcd1fc5a0482bf,0.333333333,0.283276451,436.188199413,1289.450000000,119673.180882000,0.808602574,1000.000000000,100.000000000,0.3,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/heldout_20200130_queue_reactive_case.csv,47e57b857bcc00a8bb7b0cea142e6712b20c300ed567d6afedb582228a5c4962,empirical_universe,1480,100.000000000,1,0.25,1000.0,1.0,1.0,300,0.0,1480,0.000643622,2.516870490,5.704398634,3100370,1480.000000000,2.516870490,3100370.000000000,,,1000.000000000,1480,2.516870490,3100370,0.377483640,1.000000000,0.339864865,0.339249147,1171.622067811,3100370,1,1,0.0,queue-reactive-v1,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/background_policy_mapping.csv,0.5,0.3,100.0,1,0.25,1000.0,1.0,1.0,0.0,0.0,100.0,1,1.0,200,1,0.01,0,20200130,150.0,0.0,1,1000.0,100.000000000,6b6852d0b19f40d60929cd7648fdd2d8f2df3772be712689f133f5b2c1af45ad,seagull-n001.cluster,20200130,1,global,1,1.000000000,200,1,0,15,,,0,0.010000000,off,0,0,15,0,20200130,,,150.000000000,0.000000000,300,45498,seagull-n[001-002],compute,0x4b00d4faf6373b08,74856,1,1000.000000000,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/value_policy.csv,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/value_policy.csv,491e6d924adba4aed7fbbe7941300b28f3009aeef64a1ff8a416f85cba3f51b2,8.412494331,1000.000000000,300,70
,,1480,31,747967d24e3a7a189a57550fd1a2d362aa52bc12bc55fb3cac88b216992c1a27,queue-reactive-v1,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/background_policy_mapping.csv,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/background_policy_mapping.csv,fdef944abbd26ee59252de2edd0d64add75fbd738d9530bf24ff75b17f831d55,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/portable_queue_reactive_case.json,f982c749f8abc71f9996a7ffdc035f8ce044c6f5b66fde970070c5bd06773e17,f7443bd76098cfcefb5e6fdd8561ff5a688ce6b84f68f24ee5a61a3cd104cd28,0.500000000,618,0.563615794,1.943075728,hawkes0p3_localms1000p0_localq1p0_localp0p25_locale0p0_localcap1p0_sharedq200,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/build-seagull-case-45498/fragmented_mpi_lob,54ffc0b8c3852b6d1494a0a11dc03f08ad7b8202c96b3a05effcd1fc5a0482bf,0.333333333,0.283276451,436.188199413,1289.450000000,119673.180882000,0.808602574,1000.000000000,100.000000000,0.3,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/heldout_20200130_queue_reactive_case.csv,47e57b857bcc00a8bb7b0cea142e6712b20c300ed567d6afedb582228a5c4962,empirical_universe,1480,100.000000000,1,0.25,1000.0,1.0,1.0,300,0.0,47,0.359356826,0.152507975,0.428810362,186920,46.250000000,0.078487921,96886.562500000,,,1000.000000000,46,0.063662387,79382,0.377483640,1.000000000,0.339864865,0.339249147,1171.622067811,3100370,32,1,0.0,queue-reactive-v1,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/background_policy_mapping.csv,0.5,0.3,100.0,1,0.25,1000.0,1.0,1.0,0.0,0.0,100.0,1,1.0,200,1,0.01,0,20200130,150.0,0.0,1,1000.0,100.000000000,55187868a31e5f3d04d6326f7b4a851969ebbfed08e9ddd8e7247790a775a97e,seagull-n001.cluster,20200130,1,global,1,1.000000000,200,1,0,15,,,0,0.010000000,off,0,0,15,0,20200130,,,150.000000000,0.000000000,300,45498,seagull-n[001-002],compute,0x4b00d4faf6373b08,74856,1,1000.000000000,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/value_policy.csv,/home/users/mschpc/2025/czhang4/coupled_lob_final_case_study/results/seagull/queue_case_45498/portable_case/value_policy.csv,491e6d924adba4aed7fbbe7941300b28f3009aeef64a1ff8a416f85cba3f51b2,0.637591831,1000.000000000,300,70
