improvement_ticks,improvement_price_units,count
1,100,151305
2,200,34454
3,300,9690
4,400,4703
5,500,3402
6,600,1839
7,700,1124
8,800,805
9,900,619
10,1000,501
11,1100,294
12,1200,207
13,1300,140
14,1400,102
15,1500,117
16,1600,74
17,1700,41
18,1800,49
19,1900,40
20,2000,20
21,2100,34
22,2200,21
23,2300,15
24,2400,12
25,2500,13
26,2600,12
27,2700,10
28,2800,13
29,2900,9
30,3000,5
31,3100,9
32,3200,6
33,3300,8
34,3400,4
35,3500,6
36,3600,3
37,3700,3
38,3800,3
39,3900,3
40,4000,3
41,4100,2
42,4200,5
43,4300,4
44,4400,6
45,4500,2
46,4600,3
47,4700,3
48,4800,6
49,4900,2
50,5000,2
51,5100,3
52,5200,7
53,5300,2
55,5500,5
56,5600,6
57,5700,3
58,5800,1
59,5900,3
60,6000,1
61,6100,2
63,6300,1
64,6400,2
65,6500,2
69,6900,1
71,7100,1
72,7200,1
74,7400,3
75,7500,2
77,7700,2
80,8000,1
82,8200,2
83,8300,1
87,8700,1
89,8900,1
95,9500,1
97,9700,1
102,10200,2
104,10400,2
105,10500,1
118,11800,1
120,12000,1
121,12100,1
148,14800,1
150,15000,1
156,15600,1
183,18300,1
201,20100,1
215,21500,1
216,21600,1
246,24600,1
