kind,target,source,bin,value
fast_alpha,market_sell,cancel_bid,,0
slow_alpha,market_sell,cancel_bid,,0
fast_alpha,market_sell,cancel_ask,,0
slow_alpha,market_sell,cancel_ask,,0
fast_alpha,cancel_bid,limit_buy,,0.070875169129461221
slow_alpha,cancel_bid,limit_buy,,0.0012703042264483506
fast_alpha,cancel_bid,limit_sell,,0
slow_alpha,cancel_bid,limit_sell,,0
fast_alpha,cancel_bid,market_buy,,0
slow_alpha,cancel_bid,market_buy,,0
fast_alpha,cancel_bid,market_sell,,0
slow_alpha,cancel_bid,market_sell,,0
fast_alpha,cancel_bid,cancel_bid,,0.14419829993877678
slow_alpha,cancel_bid,cancel_bid,,0.0027383348677825132
fast_alpha,cancel_bid,cancel_ask,,0
slow_alpha,cancel_bid,cancel_ask,,0
fast_alpha,cancel_ask,limit_buy,,0
slow_alpha,cancel_ask,limit_buy,,0
fast_alpha,cancel_ask,limit_sell,,0.099366468918724304
slow_alpha,cancel_ask,limit_sell,,0.001941158742874069
fast_alpha,cancel_ask,market_buy,,0
slow_alpha,cancel_ask,market_buy,,0
fast_alpha,cancel_ask,market_sell,,0
slow_alpha,cancel_ask,market_sell,,0
fast_alpha,cancel_ask,cancel_bid,,0
slow_alpha,cancel_ask,cancel_bid,,0
fast_alpha,cancel_ask,cancel_ask,,0.20000000000000001
slow_alpha,cancel_ask,cancel_ask,,0.0042774484406221842
state_coefficient,limit_buy,log_spread_ratio,,0.43936118995226875
state_coefficient,limit_buy,log_bid_depth_ratio,,0.019672239180643224
state_coefficient,limit_buy,log_ask_depth_ratio,,0.086565542803460238
state_coefficient,limit_buy,queue_imbalance,,-0.0027357286484722123
state_coefficient,limit_sell,log_spread_ratio,,0.76935260203749545
state_coefficient,limit_sell,log_bid_depth_ratio,,0.025366396205144665
state_coefficient,limit_sell,log_ask_depth_ratio,,0.055997029892831611
state_coefficient,limit_sell,queue_imbalance,,0.030834858349785214
state_coefficient,market_buy,log_spread_ratio,,-0.75556010475239321
state_coefficient,market_buy,log_bid_depth_ratio,,0.13415112669696125
state_coefficient,market_buy,log_ask_depth_ratio,,-0.34014063035258091
state_coefficient,market_buy,queue_imbalance,,0.37779487113786864
state_coefficient,market_sell,log_spread_ratio,,-0.49943066644410306
state_coefficient,market_sell,log_bid_depth_ratio,,-0.24488729039966525
state_coefficient,market_sell,log_ask_depth_ratio,,0.048946001134283823
state_coefficient,market_sell,queue_imbalance,,-0.3985989456541052
state_coefficient,cancel_bid,log_spread_ratio,,-0.10233738757668676
state_coefficient,cancel_bid,log_bid_depth_ratio,,0.031742432483364877
state_coefficient,cancel_bid,log_ask_depth_ratio,,0.089875154071435898
state_coefficient,cancel_bid,queue_imbalance,,0.023368274380137735
state_coefficient,cancel_ask,log_spread_ratio,,0.14861436678341883
state_coefficient,cancel_ask,log_bid_depth_ratio,,0.033955095833551246
state_coefficient,cancel_ask,log_ask_depth_ratio,,0.058756902450569311
state_coefficient,cancel_ask,queue_imbalance,,-0.030663329565214132
intraday_factor,limit_buy,,0,1.4379253155114988
intraday_factor,limit_sell,,0,1.6212064709791572
intraday_factor,market_buy,,0,1.1428157023863792
intraday_factor,market_sell,,0,1.3089525410952947
intraday_factor,cancel_bid,,0,1.2627094616875698
intraday_factor,cancel_ask,,0,1.3472340190802334
intraday_factor,limit_buy,,1,1.0166994997172079
intraday_factor,limit_sell,,1,1.0061810224960701
intraday_factor,market_buy,,1,1.0006304871623344
intraday_factor,market_sell,,1,1.0100803061490737
intraday_factor,cancel_bid,,1,1.0327125889348985
intraday_factor,cancel_ask,,1,1.0367009399398739
intraday_factor,limit_buy,,2,0.9624465495241713
intraday_factor,limit_sell,,2,0.95307448286658258
intraday_factor,market_buy,,2,0.94071644653883268
intraday_factor,market_sell,,2,0.98053228191227204
intraday_factor,cancel_bid,,2,0.97623170347367816
intraday_factor,cancel_ask,,2,0.97747076865230997
intraday_factor,limit_buy,,3,0.93724169587942951
intraday_factor,limit_sell,,3,0.92579856487406376
intraday_factor,market_buy,,3,0.93055761113446256
intraday_factor,market_sell,,3,0.91585829008784392
intraday_factor,cancel_bid,,3,0.95677067299092611
intraday_factor,cancel_ask,,3,0.95312965248848491
intraday_factor,limit_buy,,4,0.98965827215274615
intraday_factor,limit_sell,,4,0.9646951840571697
intraday_factor,market_buy,,4,0.92186103234132744
intraday_factor,market_sell,,4,0.90281796306496975
intraday_factor,cancel_bid,,4,1.0168384624651228
intraday_factor,cancel_ask,,4,0.99796662507042933
intraday_factor,limit_buy,,5,0.89847182869617725
intraday_factor,limit_sell,,5,0.86768209662197504
intraday_factor,market_buy,,5,0.91866715605889282
intraday_factor,market_sell,,5,0.83980227872321922
intraday_factor,cancel_bid,,5,0.91655147363925193
intraday_factor,cancel_ask,,5,0.88899320782414515
intraday_factor,limit_buy,,6,0.8567893375009904
intraday_factor,limit_sell,,6,0.95165511110933854
intraday_factor,market_buy,,6,0.8436687840773871
intraday_factor,market_sell,,6,0.82649813005537354
intraday_factor,cancel_bid,,6,0.87460802935962001
intraday_factor,cancel_ask,,6,0.98780650488600996
intraday_factor,limit_buy,,7,0.84888262890273858
intraday_factor,limit_sell,,7,0.82653651853583854
intraday_factor,market_buy,,7,0.83712710976396698
intraday_factor,market_sell,,7,0.82095787551097321
intraday_factor,cancel_bid,,7,0.86580093428034977
intraday_factor,cancel_ask,,7,0.84810759635101352
intraday_factor,limit_buy,,8,0.85459421355053233
intraday_factor,limit_sell,,8,0.82130623082763787
intraday_factor,market_buy,,8,0.83454892047573659
intraday_factor,market_sell,,8,0.83923694662685189
intraday_factor,cancel_bid,,8,0.87761754860314256
intraday_factor,cancel_ask,,8,0.84865273783732198
intraday_factor,limit_buy,,9,0.92522534583994775
intraday_factor,limit_sell,,9,0.87795471870065911
intraday_factor,market_buy,,9,0.93075001332015139
intraday_factor,market_sell,,9,0.88770475168874841
intraday_factor,cancel_bid,,9,0.94162025482806833
intraday_factor,cancel_ask,,9,0.8965776259524495
intraday_factor,limit_buy,,10,0.88940007049315151
intraday_factor,limit_sell,,10,0.86920192619765413
intraday_factor,market_buy,,10,0.92089902141288327
intraday_factor,market_sell,,10,0.89641086597280606
intraday_factor,cancel_bid,,10,0.90618227593029521
intraday_factor,cancel_ask,,10,0.89122499511708564
intraday_factor,limit_buy,,11,0.95144251392786205
intraday_factor,limit_sell,,11,0.92727950755228417
intraday_factor,market_buy,,11,1.0070567201643412
intraday_factor,market_sell,,11,1.0144145188878904
intraday_factor,cancel_bid,,11,0.95879942906441762
intraday_factor,cancel_ask,,11,0.94720992816065253
intraday_factor,limit_buy,,12,1.4312227283035468
intraday_factor,limit_sell,,12,1.3874281651815694
intraday_factor,market_buy,,12,1.7707009951633053
intraday_factor,market_sell,,12,1.7567332502246833
intraday_factor,cancel_bid,,12,1.4135571647426592
intraday_factor,cancel_ask,,12,1.3789253986399888
